caseID;earliness;avg_alarms;avg_true_alarms
3601;0,94614;0,47000;0,92000
3602;0,94581;0,48000;0,92000
3603;0,94256;0,49000;0,92000
3604;0,94256;0,49000;0,92000
3605;0,94254;0,49000;0,91000
3606;0,94198;0,50000;0,91000
3607;0,94247;0,50000;0,91000
3608;0,94247;0,50000;0,91000
3609;0,94235;0,50000;0,91000
3610;0,94198;0,51000;0,91000
3611;0,94230;0,50000;0,91000
3612;0,94188;0,51000;0,91000
3613;0,94157;0,52000;0,91000
3614;0,94184;0,51000;0,91000
3615;0,94184;0,51000;0,91000
3616;0,94203;0,51000;0,90000
3617;0,93929;0,51000;0,90000
3618;0,93958;0,50000;0,90000
3619;0,93958;0,50000;0,90000
3620;0,93974;0,49000;0,90000
3621;0,93948;0,50000;0,90000
3622;0,93608;0,51000;0,89000
3623;0,93639;0,50000;0,89000
3624;0,93639;0,50000;0,89000
3625;0,93679;0,49000;0,89000
3626;0,93853;0,49000;0,90000
3627;0,93853;0,49000;0,90000
3628;0,94216;0,48000;0,90000
3629;0,94216;0,48000;0,90000
3630;0,94171;0,49000;0,90000
3631;0,94155;0,49000;0,91000
3632;0,94179;0,48000;0,92000
3633;0,94182;0,48000;0,92000
3634;0,94182;0,48000;0,92000
3635;0,94150;0,49000;0,92000
3636;0,94132;0,50000;0,92000
3637;0,94115;0,51000;0,92000
3638;0,94137;0,50000;0,92000
3639;0,94137;0,50000;0,92000
3640;0,94157;0,49000;0,92000
3641;0,94157;0,49000;0,92000
3642;0,94157;0,49000;0,92000
3643;0,94141;0,50000;0,91000
3644;0,94125;0,51000;0,91000
3645;0,94126;0,51000;0,91000
3646;0,94123;0,51000;0,91000
3647;0,94093;0,52000;0,91000
3648;0,94743;0,52000;0,92000
3649;0,94775;0,51000;0,92000
3650;0,95566;0,50000;0,92000
3651;0,95207;0,51000;0,92000
3652;0,95207;0,51000;0,92000
3653;0,95205;0,51000;0,92000
3654;0,95209;0,51000;0,92000
3655;0,95177;0,52000;0,92000
3656;0,95156;0,52000;0,92000
3657;0,95177;0,51000;0,92000
3658;0,95556;0,50000;0,93000
3659;0,95971;0,49000;0,94000
3660;0,96698;0,48000;0,95000
3661;0,97142;0,47000;0,95000
3662;0,97169;0,46000;0,95000
3663;0,97169;0,46000;0,95000
3664;0,97127;0,47000;0,95000
3665;0,97413;0,46000;0,95000
3666;0,97406;0,46000;0,95000
3667;0,97406;0,46000;0,95000
3668;0,97364;0,47000;0,95000
3669;0,97341;0,48000;0,95000
3670;0,97341;0,48000;0,95000
3671;0,97324;0,49000;0,94000
3672;0,97324;0,49000;0,94000
3673;0,97324;0,49000;0,94000
3674;0,97324;0,49000;0,94000
3675;0,97301;0,50000;0,94000
3676;0,96754;0,51000;0,94000
3677;0,96728;0,52000;0,94000
3678;0,96721;0,52000;0,94000
3679;0,96728;0,52000;0,94000
3680;0,96702;0,53000;0,94000
3681;0,96679;0,53000;0,94000
3682;0,96668;0,53000;0,95000
3683;0,96664;0,53000;0,95000
3684;0,96704;0,52000;0,95000
3685;0,95932;0,53000;0,95000
3686;0,95932;0,53000;0,95000
3687;0,95932;0,53000;0,95000
3688;0,95932;0,53000;0,95000
3689;0,95898;0,54000;0,95000
3690;0,95898;0,54000;0,95000
3691;0,95904;0,54000;0,95000
3692;0,95904;0,54000;0,95000
3693;0,95930;0,53000;0,95000
3694;0,95963;0,52000;0,95000
3695;0,95998;0,51000;0,95000
3696;0,96029;0,50000;0,95000
3697;0,96036;0,50000;0,95000
3698;0,96010;0,51000;0,95000
3699;0,96013;0,51000;0,95000
3700;0,96013;0,51000;0,95000
3701;0,95998;0,52000;0,94000
3702;0,96007;0,52000;0,93000
3703;0,96121;0,52000;0,92000
3704;0,96121;0,52000;0,92000
3705;0,96114;0,52000;0,93000
3706;0,96143;0,52000;0,93000
3707;0,96149;0,52000;0,93000
3708;0,95619;0,53000;0,93000
3709;0,95661;0,52000;0,93000
3710;0,95698;0,51000;0,93000
3711;0,95698;0,51000;0,93000
3712;0,95353;0,51000;0,93000
3713;0,95371;0,51000;0,92000
3714;0,95371;0,51000;0,92000
3715;0,95334;0,52000;0,92000
3716;0,95349;0,51000;0,93000
3717;0,95620;0,51000;0,93000
3718;0,95620;0,51000;0,92000
3719;0,95620;0,51000;0,92000
3720;0,95588;0,52000;0,92000
3721;0,95614;0,51000;0,92000
3722;0,95926;0,51000;0,93000
3723;0,95926;0,51000;0,93000
3724;0,95912;0,52000;0,93000
3725;0,95912;0,52000;0,93000
3726;0,95930;0,51000;0,93000
3727;0,95930;0,51000;0,93000
3728;0,95914;0,52000;0,92000
3729;0,95914;0,52000;0,92000
3730;0,95923;0,52000;0,92000
3731;0,95920;0,52000;0,92000
3732;0,95874;0,53000;0,92000
3733;0,95909;0,52000;0,92000
3734;0,95895;0,53000;0,92000
3735;0,95364;0,53000;0,92000
3736;0,95344;0,53000;0,92000
3737;0,95360;0,52000;0,92000
3738;0,95360;0,52000;0,92000
3739;0,95360;0,52000;0,92000
3740;0,95204;0,53000;0,92000
3741;0,95204;0,53000;0,92000
3742;0,95204;0,53000;0,92000
3743;0,95220;0,52000;0,93000
3744;0,95215;0,52000;0,93000
3745;0,95205;0,52000;0,93000
3746;0,95233;0,51000;0,93000
3747;0,95242;0,51000;0,92000
3748;0,95230;0,51000;0,91000
3749;0,95190;0,52000;0,91000
3750;0,95190;0,52000;0,91000
3751;0,95512;0,52000;0,91000
3752;0,95512;0,52000;0,91000
3753;0,95549;0,51000;0,91000
3754;0,95548;0,51000;0,90000
3755;0,95580;0,50000;0,90000
3756;0,95611;0,50000;0,89000
3757;0,95611;0,50000;0,89000
3758;0,95611;0,50000;0,89000
3759;0,95611;0,50000;0,89000
3760;0,95611;0,50000;0,89000
3761;0,95594;0,51000;0,88000
3762;0,94821;0,52000;0,88000
3763;0,94416;0,53000;0,88000
3764;0,93750;0,53000;0,88000
3765;0,93750;0,53000;0,88000
3766;0,93782;0,52000;0,88000
3767;0,93757;0,53000;0,87000
3768;0,93772;0,53000;0,87000
3769;0,93795;0,52000;0,87000
3770;0,93795;0,52000;0,87000
3771;0,93770;0,52000;0,88000
3772;0,93724;0,53000;0,88000
3773;0,93724;0,53000;0,88000
3774;0,93724;0,53000;0,88000
3775;0,93748;0,52000;0,88000
3776;0,94295;0,51000;0,88000
3777;0,94321;0,50000;0,88000
3778;0,94355;0,49000;0,88000
3779;0,93942;0,49000;0,87000
3780;0,93968;0,48000;0,87000
3781;0,94010;0,47000;0,87000
3782;0,93623;0,47000;0,87000
3783;0,93653;0,46000;0,87000
3784;0,93628;0,47000;0,86000
3785;0,93609;0,47000;0,85000
3786;0,93609;0,47000;0,85000
3787;0,93283;0,48000;0,84000
3788;0,93146;0,49000;0,84000
3789;0,93180;0,48000;0,84000
3790;0,93150;0,49000;0,84000
3791;0,93152;0,49000;0,84000
3792;0,93152;0,49000;0,84000
3793;0,93152;0,49000;0,84000
3794;0,93152;0,49000;0,84000
3795;0,93152;0,49000;0,84000
3796;0,93134;0,50000;0,83000
3797;0,93168;0,49000;0,83000
3798;0,93194;0,48000;0,83000
3799;0,93183;0,48000;0,83000
3800;0,93003;0,49000;0,82000
3801;0,93017;0,48000;0,83000
3802;0,93042;0,47000;0,84000
3803;0,93228;0,47000;0,85000
3804;0,93228;0,47000;0,85000
3805;0,93236;0,47000;0,85000
3806;0,93222;0,47000;0,85000
3807;0,92822;0,47000;0,85000
3808;0,93351;0,46000;0,85000
3809;0,93125;0,47000;0,85000
3810;0,93125;0,47000;0,85000
3811;0,93125;0,47000;0,85000
3812;0,93489;0,47000;0,85000
3813;0,93474;0,47000;0,86000
