n;mae
1278;0,562985546
1279;0,561960037
1280;0,561438172
1281;0,560504717
1282;0,567391651
1283;0,558672052
1284;0,563070569
1285;0,562417908
1286;0,566193678
1287;0,573161862
1288;0,569133307
1289;0,569412827
1290;0,56297155
1291;0,561508651
1292;0,564432058
1293;0,557224994
1294;0,55435847
1295;0,561611037
1296;0,568452942
1297;0,566727436
1298;0,568535144
1299;0,566549596
1300;0,567637128
1301;0,541044569
1302;0,542214296
1303;0,534248237
1304;0,531820414
1305;0,532665026
1306;0,531130076
1307;0,526983357
1308;0,527358022
1309;0,52358043
1310;0,525644157
1311;0,525556307
1312;0,525346886
1313;0,524650759
