n;mae
747;0,781197518
748;0,781700959
749;0,779902556
750;0,779219886
751;0,780265213
752;0,779415682
753;0,772778773
754;0,769760042
755;0,769184233
756;0,769143662
757;0,748520141
758;0,767782315
759;0,778393655
760;0,782346737
761;0,78215788
762;0,783479692
763;0,78084463
764;0,785739508
765;0,78053812
766;0,781261661
767;0,781829839
768;0,780720401
769;0,779861235
770;0,767016595
771;0,76729299
772;0,768291826
773;0,7788571
774;0,779697411
775;0,778539283
776;0,784215068
777;0,784718453
778;0,784661103
779;0,79384327
780;0,78714722
781;0,784941549
782;0,795539165
783;0,795721747
784;0,796783991
785;0,778398618
786;0,777309479
787;0,777684281
788;0,776527594
789;0,778400737
790;0,772724209
791;0,775072342
792;0,784843786
793;0,776099273
794;0,773275236
795;0,770430877
796;0,776607805
797;0,769577524
798;0,770672961
799;0,762863033
800;0,761439232
801;0,761657841
802;0,762912445
803;0,760860415
804;0,762235199
805;0,761008963
806;0,760429834
807;0,374556658
808;0,373545815
809;0,373794868
810;0,375476048
811;0,377239456
812;0,376655475
813;0,389255728
814;0,389394885
815;0,387245065
816;0,378996703
817;0,382971051
818;0,391758417
819;0,393804956
820;0,393140517
821;0,389625008
822;0,389927609
823;0,38837577
824;0,376822899
825;0,379860079
826;0,380356002
827;0,372969543
828;0,385944645
829;0,382863323
830;0,383290662
831;0,382225643
832;0,380736859
833;0,377745897
834;0,378611516
835;0,370317554
836;0,384429618
837;0,383409874
838;0,383318322
839;0,400469529
840;0,405388512
841;0,404722948
842;0,405235892
843;0,399652745
844;0,401069285
845;0,398968046
846;0,39891717
847;0,397283777
848;0,395481283
849;0,401349938
850;0,402036755
851;0,40065924
852;0,400290076
853;0,398656134
854;0,431732653
855;0,43040367
856;0,437212485
857;0,437315276
858;0,418075199
859;0,409088367
860;0,403517673
861;0,409019241
862;0,414027209
863;0,412696067
864;0,410346425
865;0,411558815
866;0,419150395
867;0,418547586
868;0,421782577
869;0,422168062
870;0,422502127
871;0,424295678
872;0,426411537
873;0,417615789
874;0,41263399
875;0,412580939
876;0,420556008
877;0,429056363
878;0,440090005
879;0,431275049
880;0,431708133
881;0,43170507
882;0,42162454
883;0,428888565
884;0,427894096
885;0,428728091
886;0,428328866
887;0,458195861
888;0,463259055
889;0,460562767
890;0,459317787
891;0,456053062
892;0,446521884
893;0,445775283
894;0,445182999
895;0,444622526
896;0,438493129
897;0,440260052
898;0,455036294
899;0,457002974
900;0,456933892
901;0,4573047
902;0,454847233
903;0,455514273
904;0,456442466
905;0,456184695
906;0,457013292
907;0,471758716
908;0,47230477
909;0,488870054
910;0,491181596
911;0,48618639
912;0,488836181
913;0,473550163
914;0,491242691
915;0,491914227
916;0,490270988
917;0,486626396
918;0,477774549
919;0,479529872
920;0,479629631
