n;mae;;;;
13949;0,552977709;;;;
13950;0,551278533;;;;
13951;0,5537899;;;;
13952;0,552090724;;;;
13953;0,556391577;;;;
13954;0,55430472;;;;
13955;0,551019969;;;;
13956;0,550268358;;;;
13957;0,548459148;;;;
13958;0,543438172;;;;
13959;0,541292494;;;;
13960;0,539146816;;;;
13961;0,534555329;;;;
13962;0,531319735;;;;
13963;0,525842928;;;;
13964;0,528682284;;;;
13965;0,523661308;;;;
13966;0,522713525;;;;
13967;0,529518692;;;;
13968;0,524680801;;;;
13969;0,524953134;;;;
13970;0,530955686;;;;
13971;0,525533314;;;;
13972;0,528081139;;;;
13973;0,526017148;;;;
13974;0,534103135;;;;
13975;0,535335258;;;;
13976;0,536441297;;;;
13977;0,537145152;;;;
13978;0,531096943;;;;
13979;0,532329065;;;;
13980;0,533561188;;;;
13981;0,533871824;;;;
13982;0,534456924;;;;
13983;0,543139691;;;;
13984;0,55129419;;;;
13985;0,543207756;;;;
13986;0,55129419;;;;
13987;0,551174957;;;;
13988;0,556215354;;;;
13989;0,564545357;;;;
13990;0,567896152;;;;
13991;0,571298236;;;;
13992;0,574649031;;;;
13993;0,582996065;;;;
13994;0,58634686;;;;
13995;0,578115687;;;;
13996;0,582238669;;;;
13997;0,585640754;;;;
13998;0,588991549;;;;
13999;0,584273542;;;;
14000;0,58825626;;;;
14001;0,597866772;;;;
14002;0,600477656;;;;
14003;0,603100502;;;;
14004;0,602601917;;;;
14005;0,606136488;;;;
14006;0,609934557;;;;
14007;0,610664318;;;;
14008;0,609867582;;;;
14009;0,606280727;;;;
14010;0,604086976;;;;
14011;0,608297004;;;;
14012;0,615392394;;;;
14013;0,613862269;;;;
14014;0,614709571;;;;
14015;0,620230156;;;;
14016;0,620261516;;;;
14017;0,620593255;;;;
14018;0,61938497;;;;
14019;0,621393918;;;;
14020;0,621643232;;;;
14021;0,618779456;;;;
14022;0,611698921;;;;
14023;0,611922516;;;;
14024;0,61323169;;;;
14025;0,613201044;;;;
14026;0,615358849;;;;
14027;0,624084986;;;;
14028;0,626836714;;;;
14029;0,629588443;;;;
14030;0,633109851;;;;
14031;0,635545681;;;;
14032;0,637981511;;;;
14033;0,639647662;;;;
14034;0,641247913;;;;
14035;0,642848164;;;;
14036;0,644448415;;;;
14037;0,646048666;;;;
14038;0,647648917;;;;
14039;0,647060717;;;;
14040;0,63875925;;;;
14041;0,641361513;;;;
14042;0,647847873;;;;
14043;0,653440499;;;;
14044;0,660105667;;;;
14045;0,665698292;;;;
14046;0,666020799;;;;
14047;0,671894981;;;;
14048;0,677324267;;;;
14049;0,683503761;;;;
14050;0,689789125;;;;
14051;0,686574198;;;;
14052;0,683359272;;;;
14053;0,682823222;;;;
14054;0,679995976;;;;
14055;0,686669019;;;;
14056;0,692520678;;;;
14057;0,694145764;;;;
14058;0,691191393;;;;
14059;0,696349267;;;;
14060;0,701061853;;;;
14061;0,710001606;;;;
14062;0,713606686;;;;
14063;0,718218962;;;;
14064;0,714270599;;;;
14065;0,718940688;;;;
14066;0,72250055;;;;
14067;0,724178256;;;;
14068;0,729606961;;;;
14069;0,729572594;;;;
14070;0,722448669;;;;
14071;0,72679542;;;;
14072;0,731142171;;;;
14073;0,735488922;;;;
14074;0,734756205;;;;
14075;0,734912398;;;;
14076;0,726327005;;;;
14077;0,725135594;;;;
14078;0,734846852;;;;
14079;0,725372548;;;;
14080;0,718166267;;;;
14081;0,71678001;;;;
14082;0,708106003;;;;
14083;0,707333661;;;;
14084;0,706037049;;;;
14085;0,707981498;;;;
14086;0,706684887;;;;
14087;0,706561724;;;;
14088;0,706185288;;;;
14089;0,705551149;;;;
14090;0,706582861;;;;
14091;0,707916016;;;;
14092;0,709096207;;;;
14093;0,702679769;;;;
14094;0,70385996;;;;
14095;0,712049168;;;;
14096;0,712457172;;;;
14097;0,713586073;;;;
14098;0,714766264;;;;
14099;0,72408377;;;;
14100;0,723922894;;;;
14101;0,723169981;;;;
14102;0,723641647;;;;
14103;0,72441904;;;;
14104;0,728435961;;;;
14105;0,728209483;;;;
14106;0,727719507;;;;
14107;0,725054105;;;;
14108;0,73160006;;;;
14109;0,731697254;;;;
14110;0,741071473;;;;
14111;0,74092228;;;;
14112;0,73990761;;;;
14113;0,747828778;;;;
14114;0,747907099;;;;
14115;0,746974912;;;;
14116;0,74893241;;;;
14117;0,749629124;;;;
14118;0,751190441;;;;
14119;0,750696171;;;;
14120;0,757047977;;;;
14121;0,763972374;;;;
14122;0,77140594;;;;
14123;0,763817931;;;;
14124;0,762973583;;;;
14125;0,761590399;;;;
14126;0,752957091;;;;
14127;0,752804837;;;;
14128;0,74452402;;;;
14129;0,735529457;;;;
14130;0,73503946;;;;
14131;0,735673459;;;;
14132;0,736012859;;;;
14133;0,73660844;;;;
14134;0,72912475;;;;
14135;0,72978623;;;;
14136;0,73044771;;;;
14137;0,731147609;;;;
14138;0,731244645;;;;
14139;0,73134168;;;;
14140;0,738776533;;;;
14141;0,729991379;;;;
14142;0,729519651;;;;
14143;0,722437066;;;;
14144;0,7143429;;;;
14145;0,715581417;;;;
14146;0,721450407;;;;
14147;0,721767723;;;;
14148;0,721864759;;;;
14149;0,720823906;;;;
14150;0,720380853;;;;
14151;0,729787276;;;;
14152;0,738629155;;;;
14153;0,733457897;;;;
14154;0,736965543;;;;
14155;0,7309729;;;;
14156;0,725801641;;;;
14157;0,720506117;;;;
14158;0,723001815;;;;
14159;0,723100307;;;;
14160;0,717929048;;;;
14161;0,712174326;;;;
14162;0,707045565;;;;
14163;0,706055237;;;;
14164;0,709544927;;;;
14165;0,703466937;;;;
14166;0,699448403;;;;
14167;0,699370477;;;;
14168;0,698460213;;;;
14169;0,693331452;;;;
14170;0,69934362;;;;
14171;0,691313394;;;;
14172;0,69181441;;;;
14173;0,692909349;;;;
14174;0,691186625;;;;
14175;0,689848381;;;;
14176;0,697251724;;;;
14177;0,697261085;;;;
14178;0,695922842;;;;
14179;0,704215095;;;;
14180;0,710239326;;;;
14181;0,710248687;;;;
14182;0,719347162;;;;
14183;0,719313226;;;;
14184;0,719673252;;;;
14185;0,726173629;;;;
14186;0,726020011;;;;
14187;0,717693137;;;;
14188;0,716948226;;;;
14189;0,708319861;;;;
14190;0,707600266;;;;
14191;0,706454217;;;;
14192;0,69683075;;;;
14193;0,703879328;;;;
14194;0,703292858;;;;
14195;0,702744807;;;;
14196;0,694013167;;;;
14197;0,693426698;;;;
14198;0,692840228;;;;
14199;0,689896913;;;;
14200;0,689054263;;;;
14201;0,689059831;;;;
14202;0,681029067;;;;
14203;0,681611762;;;;
14204;0,681464916;;;;
14205;0,681746989;;;;
14206;0,682029062;;;;
14207;0,681871821;;;;
14208;0,680958897;;;;
14209;0,686385084;;;;
14210;0,682187666;;;;
14211;0,679477822;;;;
14212;0,676860125;;;;
14213;0,674208254;;;;
14214;0,670017592;;;;
14215;0,670859793;;;;
14216;0,667325515;;;;
14217;0,663036714;;;;
14218;0,66339269;;;;
14219;0,655123592;;;;
14220;0,651505522;;;;
14221;0,651288906;;;;
14222;0,651165823;;;;
14223;0,650595833;;;;
14224;0,651150805;;;;
14225;0,652523074;;;;
14226;0,661145466;;;;
14227;0,652530931;;;;
14228;0,652415687;;;;
14229;0,660681146;;;;
14230;0,660442039;;;;
14231;0,659723602;;;;
14232;0,659983624;;;;
14233;0,660189805;;;;
14234;0,66894357;;;;
14235;0,669363241;;;;
14236;0,669569422;;;;
14237;0,669291896;;;;
14238;0,670071112;;;;
14239;0,670675214;;;;
14240;0,671279316;;;;
14241;0,67998614;;;;
14242;0,68010193;;;;
14243;0,687722314;;;;
14244;0,696904442;;;;
14245;0,696653869;;;;
14246;0,696205116;;;;
14247;0,693984386;;;;
14248;0,694588488;;;;
14249;0,69519259;;;;
14250;0,694464633;;;;
14251;0,694015879;;;;
14252;0,69458201;;;;
14253;0,700482373;;;;
14254;0,697230695;;;;
14255;0,696152913;;;;
14256;0,700967698;;;;
14257;0,705782483;;;;
14258;0,710597269;;;;
14259;0,702743005;;;;
14260;0,708643368;;;;
14261;0,713949808;;;;
14262;0,710725006;;;;
14263;0,711998621;;;;
14264;0,717872294;;;;
14265;0,724114527;;;;
14266;0,728883263;;;;
14267;0,728674884;;;;
14268;0,728218254;;;;
14269;0,734270943;;;;
14270;0,736121212;;;;
14271;0,74463902;;;;
14272;0,736134468;;;;
14273;0,735002841;;;;
14274;0,736754453;;;;
14275;0,728699859;;;;
14276;0,72865381;;;;
14277;0,720356556;;;;
14278;0,720310506;;;;
14279;0,720264457;;;;
14280;0,720742677;;;;
14281;0,721220898;;;;
14282;0,711796741;;;;
14283;0,711068435;;;;
14284;0,711234015;;;;
14285;0,711473317;;;;
14286;0,712152542;;;;
14287;0,719489536;;;;
14288;0,719168891;;;;
14289;0,728371183;;;;
14290;0,728050538;;;;
14291;0,727803615;;;;
14292;0,727910489;;;;
14293;0,719211824;;;;
14294;0,717372776;;;;
14295;0,716732108;;;;
14296;0,724364504;;;;
14297;0,723762255;;;;
14298;0,715069689;;;;
14299;0,718100685;;;;
14300;0,717751923;;;;
14301;0,717146981;;;;
14302;0,725184323;;;;
14303;0,724540963;;;;
14304;0,715326566;;;;
14305;0,71642358;;;;
14306;0,717520595;;;;
14307;0,725725679;;;;
14308;0,726540089;;;;
14309;0,729189268;;;;
14310;0,732777489;;;;
14311;0,735885737;;;;
14312;0,73114056;;;;
14313;0,733733201;;;;
14314;0,736805815;;;;
14315;0,735904383;;;;
14316;0,738497023;;;;
14317;0,742726593;;;;
14318;0,741988501;;;;
14319;0,749875482;;;;
14320;0,744997163;;;;
14321;0,745146673;;;;
14322;0,74488764;;;;
14323;0,750717481;;;;
14324;0,742480624;;;;
14325;0,739671727;;;;
14326;0,73686283;;;;
14327;0,742809806;;;;
14328;0,747792131;;;;
14329;0,7451075;;;;
14330;0,745420008;;;;
14331;0,738450543;;;;
14332;0,730410475;;;;
14333;0,727280556;;;;
14334;0,726176274;;;;
14335;0,722832865;;;;
14336;0,719702946;;;;
14337;0,717018315;;;;
14338;0,713879805;;;;
14339;0,710916409;;;;
14340;0,707953013;;;;
14341;0,707417669;;;;
14342;0,704454273;;;;
14343;0,701490878;;;;
14344;0,698077335;;;;
14345;0,690870387;;;;
14346;0,688251218;;;;
14347;0,684792889;;;;
14348;0,683325206;;;;
14349;0,678094901;;;;
14350;0,673492987;;;;
14351;0,666736185;;;;
14352;0,659161436;;;;
14353;0,651954294;;;;
14354;0,653899194;;;;
14355;0,659918287;;;;
14356;0,653796723;;;;
14357;0,64767516;;;;
14358;0,641553596;;;;
14359;0,643912539;;;;
14360;0,638470849;;;;
14361;0,633623082;;;;
14362;0,639044927;;;;
14363;0,634605196;;;;
14364;0,632233106;;;;
14365;0,631466268;;;;
14366;0,62613214;;;;
14367;0,624036124;;;;
14368;0,619974313;;;;
14369;0,614380296;;;;
14370;0,610313139;;;;
14371;0,609546301;;;;
14372;0,614150869;;;;
14373;0,611986484;;;;
14374;0,609297829;;;;
14375;0,618017286;;;;
14376;0,614655007;;;;
14377;0,623617124;;;;
14378;0,624328037;;;;
14379;0,620965758;;;;
14380;0,620728616;;;;
14381;0,620915259;;;;
14382;0,629198326;;;;
14383;0,627271914;;;;
14384;0,623246677;;;;
14385;0,621832885;;;;
14386;0,617944999;;;;
14387;0,617433015;;;;
14388;0,614031354;;;;
14389;0,610543376;;;;
14390;0,608883894;;;;
14391;0,607224412;;;;
14392;0,610271097;;;;
14393;0,616669612;;;;
14394;0,615477249;;;;
14395;0,60784122;;;;
14396;0,606092263;;;;
14397;0,604432781;;;;
14398;0,610863616;;;;
14399;0,610047673;;;;
14400;0,608390884;;;;
14401;0,606734094;;;;
14402;0,60461861;;;;
14403;0,602961821;;;;
14404;0,612399626;;;;
14405;0,611364549;;;;
14406;0,610329472;;;;
14407;0,610715633;;;;
14408;0,609963161;;;;
14409;0,610275689;;;;
14410;0,601680578;;;;
14411;0,602376423;;;;
14412;0,60452569;;;;
14413;0,604894756;;;;
14414;0,606106208;;;;
14415;0,606757273;;;;
14416;0,606433718;;;;
14417;0,598277262;;;;
14418;0,598990174;;;;
14419;0,599527972;;;;
14420;0,608180043;;;;
14421;0,607802895;;;;
14422;0,608340692;;;;
14423;0,611497868;;;;
14424;0,619573761;;;;
14425;0,614762619;;;;
14426;0,608842566;;;;
14427;0,611641974;;;;
14428;0,61402328;;;;
14429;0,616353298;;;;
14430;0,607339893;;;;
14431;0,614395655;;;;
14432;0,621838159;;;;
14433;0,624219465;;;;
14434;0,625218744;;;;
14435;0,627481003;;;;
14436;0,629743261;;;;
14437;0,632404459;;;;
14438;0,634666717;;;;
14439;0,638000837;;;;
14440;0,640263096;;;;
14441;0,640097302;;;;
14442;0,64235956;;;;
14443;0,645137426;;;;
14444;0,647399684;;;;
14445;0,653455348;;;;
14446;0,655373379;;;;
14447;0,659902546;;;;
14448;0,661797816;;;;
14449;0,666326983;;;;
14450;0,670856149;;;;
14451;0,677983264;;;;
14452;0,676077006;;;;
14453;0,68338062;;;;
14454;0,690684234;;;;
14455;0,682353137;;;;
14456;0,689725262;;;;
14457;0,697097388;;;;
14458;0,695082892;;;;
14459;0,70068351;;;;
14460;0,706221672;;;;
14461;0,711144346;;;;
14462;0,70569572;;;;
14463;0,711233883;;;;
14464;0,713729135;;;;
14465;0,715199803;;;;
14466;0,720685653;;;;
14467;0,714789718;;;;
14468;0,719728667;;;;
14469;0,724115915;;;;
14470;0,728503163;;;;
14471;0,728822917;;;;
14472;0,732262382;;;;
14473;0,72618285;;;;
14474;0,728498957;;;;
14475;0,72786523;;;;
14476;0,723398105;;;;
14477;0,717251438;;;;
14478;0,713533453;;;;
14479;0,717863226;;;;
14480;0,718543592;;;;
14481;0,716002461;;;;
14482;0,715298256;;;;
14483;0,712026888;;;;
14484;0,707750654;;;;
14485;0,709606334;;;;
14486;0,711878629;;;;
14487;0,713243049;;;;
14488;0,711169576;;;;
14489;0,712509645;;;;
14490;0,714177655;;;;
14491;0,711592688;;;;
14492;0,709046406;;;;
14493;0,70646144;;;;
14494;0,706194378;;;;
14495;0,711134183;;;;
14496;0,708549216;;;;
14497;0,706437491;;;;
14498;0,704325766;;;;
14499;0,696751587;;;;
14500;0,694639861;;;;
14501;0,692054895;;;;
14502;0,690544912;;;;
14503;0,692764813;;;;
14504;0,683606347;;;;
14505;0,683262337;;;;
14506;0,674946257;;;;
14507;0,675040403;;;;
14508;0,674696393;;;;
14509;0,674864172;;;;
14510;0,683480521;;;;
14511;0,673994175;;;;
14512;0,679299929;;;;
14513;0,680328046;;;;
14514;0,679141651;;;;
14515;0,67164332;;;;
14516;0,67187077;;;;
14517;0,68115203;;;;
14518;0,680392982;;;;
14519;0,679809048;;;;
14520;0,680319362;;;;
14521;0,671358117;;;;
14522;0,671868431;;;;
14523;0,672184965;;;;
14524;0,671852894;;;;
14525;0,679295361;;;;
14526;0,687920372;;;;
14527;0,679304286;;;;
14528;0,679554305;;;;
14529;0,679026718;;;;
14530;0,679008055;;;;
14531;0,679037332;;;;
14532;0,676755312;;;;
14533;0,676807837;;;;
14534;0,676792656;;;;
14535;0,676664198;;;;
14536;0,67683577;;;;
14537;0,668155604;;;;
14538;0,66825264;;;;
14539;0,667277813;;;;
14540;0,667374848;;;;
14541;0,668074747;;;;
14542;0,668736228;;;;
14543;0,66007658;;;;
14544;0,66073806;;;;
14545;0,661399541;;;;
14546;0,661804841;;;;
14547;0,662466321;;;;
14548;0,661999078;;;;
14549;0,661381129;;;;
14550;0,661786429;;;;
14551;0,653192869;;;;
14552;0,662304994;;;;
14553;0,653719141;;;;
14554;0,65357115;;;;
14555;0,662225515;;;;
14556;0,661424746;;;;
14557;0,661208242;;;;
14558;0,669794095;;;;
14559;0,669238337;;;;
14560;0,669090346;;;;
14561;0,669557843;;;;
14562;0,678340907;;;;
14563;0,67821868;;;;
14564;0,670740596;;;;
14565;0,670740596;;;;
14566;0,671816973;;;;
14567;0,680421535;;;;
14568;0,681020749;;;;
14569;0,672846576;;;;
14570;0,664610868;;;;
14571;0,658928688;;;;
14572;0,653246508;;;;
14573;0,657149097;;;;
14574;0,655494021;;;;
14575;0,653019071;;;;
14576;0,655243481;;;;
14577;0,657479272;;;;
14578;0,655127788;;;;
14579;0,648368027;;;;
14580;0,641795539;;;;
14581;0,640425795;;;;
14582;0,635074518;;;;
14583;0,634905277;;;;
14584;0,642681142;;;;
14585;0,642280725;;;;
14586;0,643500377;;;;
14587;0,64363782;;;;
14588;0,649203241;;;;
14589;0,65038262;;;;
14590;0,650464379;;;;
14591;0,654799114;;;;
14592;0,655595628;;;;
14593;0,659800695;;;;
14594;0,662457538;;;;
14595;0,657430678;;;;
14596;0,659389437;;;;
14597;0,663121263;;;;
14598;0,666853089;;;;
14599;0,673988587;;;;
14600;0,677720414;;;;
14601;0,683055522;;;;
14602;0,686262792;;;;
14603;0,686228489;;;;
14604;0,687256257;;;;
14605;0,688381092;;;;
14606;0,696425141;;;;
14607;0,695985331;;;;
14608;0,696057311;;;;
14609;0,6956175;;;;
14610;0,69517769;;;;
14611;0,70354962;;;;
14612;0,703695974;;;;
14613;0,702395826;;;;
14614;0,695451524;;;;
14615;0,699724897;;;;
14616;0,697247108;;;;
14617;0,693548411;;;;
14618;0,690857314;;;;
14619;0,688166217;;;;
14620;0,688341225;;;;
14621;0,698015134;;;;
14622;0,693520646;;;;
14623;0,689026158;;;;
14624;0,685374056;;;;
14625;0,686207417;;;;
14626;0,687054633;;;;
14627;0,695793818;;;;
14628;0,696714667;;;;
14629;0,694600602;;;;
14630;0,699766569;;;;
14631;0,692328603;;;;
14632;0,691411646;;;;
14633;0,682878012;;;;
14634;0,681784659;;;;
14635;0,681969656;;;;
14636;0,682376363;;;;
14637;0,692061733;;;;
14638;0,692021236;;;;
14639;0,691980738;;;;
14640;0,692903099;;;;
14641;0,692259739;;;;
14642;0,691678432;;;;
14643;0,699902646;;;;
14644;0,699297704;;;;
14645;0,698692762;;;;
14646;0,690156911;;;;
14647;0,690010663;;;;
14648;0,681283215;;;;
14649;0,682447803;;;;
14650;0,673950619;;;;
14651;0,674228145;;;;
14652;0,673867923;;;;
14653;0,674724538;;;;
14654;0,666329102;;;;
14655;0,666235782;;;;
14656;0,666963847;;;;
14657;0,657797921;;;;
14658;0,657704601;;;;
14659;0,657611281;;;;
14660;0,657755081;;;;
14661;0,648349047;;;;
14662;0,64881021;;;;
14663;0,640439904;;;;
14664;0,647684542;;;;
14665;0,638285439;;;;
14666;0,628886337;;;;
14667;0,628749498;;;;
14668;0,62588536;;;;
14669;0,632838401;;;;
14670;0,641205302;;;;
14671;0,642041561;;;;
14672;0,645553381;;;;
14673;0,642166889;;;;
14674;0,638901507;;;;
14675;0,640155325;;;;
14676;0,644616373;;;;
14677;0,646540816;;;;
14678;0,647130638;;;;
14679;0,648154168;;;;
14680;0,648990427;;;;
14681;0,647421653;;;;
14682;0,648717861;;;;
14683;0,653178909;;;;
14684;0,647460945;;;;
14685;0,647419475;;;;
14686;0,647329188;;;;
14687;0,646263632;;;;
14688;0,647232161;;;;
14689;0,647141874;;;;
14690;0,647051588;;;;
14691;0,646961301;;;;
14692;0,65399226;;;;
14693;0,646032152;;;;
14694;0,64614721;;;;
14695;0,653945971;;;;
14696;0,64817392;;;;
14697;0,648805134;;;;
14698;0,649486422;;;;
14699;0,650213155;;;;
14700;0,650894443;;;;
14701;0,650445689;;;;
14702;0,651049791;;;;
14703;0,642941097;;;;
14704;0,650736594;;;;
14705;0,648969319;;;;
14706;0,649748535;;;;
14707;0,650527751;;;;
14708;0,651306968;;;;
14709;0,652086184;;;;
14710;0,652640213;;;;
14711;0,64865228;;;;
14712;0,644497825;;;;
14713;0,638464162;;;;
14714;0,642460366;;;;
14715;0,641135091;;;;
14716;0,641446726;;;;
14717;0,641758361;;;;
14718;0,640887339;;;;
14719;0,641198974;;;;
14720;0,637550257;;;;
14721;0,63390154;;;;
14722;0,634922318;;;;
14723;0,634760439;;;;
14724;0,634598559;;;;
14725;0,629951216;;;;
14726;0,625216385;;;;
14727;0,621111219;;;;
14728;0,616376388;;;;
14729;0,619611761;;;;
14730;0,623442879;;;;
14731;0,631445289;;;;
14732;0,635276406;;;;
14733;0,644338366;;;;
14734;0,636035237;;;;
14735;0,636709182;;;;
14736;0,636792382;;;;
14737;0,636636189;;;;
14738;0,635485202;;;;
14739;0,627122865;;;;
14740;0,627351418;;;;
14741;0,628542829;;;;
14742;0,629710605;;;;
14743;0,630484681;;;;
14744;0,631676092;;;;
14745;0,623350955;;;;
14746;0,632729456;;;;
14747;0,633285675;;;;
14748;0,642497981;;;;
14749;0,643199292;;;;
14750;0,652539126;;;;
14751;0,661031659;;;;
14752;0,661857236;;;;
14753;0,668490502;;;;
14754;0,675937959;;;;
14755;0,675372325;;;;
14756;0,675280045;;;;
14757;0,683411912;;;;
14758;0,683055439;;;;
14759;0,682698966;;;;
14760;0,681521108;;;;
14761;0,690384737;;;;
14762;0,689206879;;;;
14763;0,697009016;;;;
14764;0,695818244;;;;
14765;0,701545088;;;;
14766;0,709124934;;;;
14767;0,706205004;;;;
14768;0,705396884;;;;
14769;0,699207173;;;;
14770;0,694376356;;;;
14771;0,696700933;;;;
14772;0,691550046;;;;
14773;0,698686708;;;;
14774;0,695759175;;;;
14775;0,694431923;;;;
14776;0,691185158;;;;
14777;0,688069965;;;;
14778;0,68583261;;;;
14779;0,68490915;;;;
14780;0,690999237;;;;
14781;0,687510825;;;;
14782;0,693241732;;;;
14783;0,695347851;;;;
14784;0,702387165;;;;
14785;0,693877842;;;;
14786;0,695012434;;;;
14787;0,695935225;;;;
14788;0,696011;;;;
14789;0,69544622;;;;
14790;0,69655393;;;;
14791;0,697688522;;;;
14792;0,698796233;;;;
14793;0,707903432;;;;
14794;0,706808289;;;;
14795;0,700867031;;;;
14796;0,703059191;;;;
14797;0,696601777;;;;
14798;0,68922145;;;;
14799;0,682538849;;;;
14800;0,676031362;;;;
14801;0,669523874;;;;
14802;0,664125484;;;;
14803;0,670258906;;;;
14804;0,663576305;;;;
14805;0,664460085;;;;
14806;0,663850229;;;;
14807;0,655885371;;;;
14808;0,656133907;;;;
14809;0,656382442;;;;
14810;0,655880896;;;;
14811;0,659791643;;;;
14812;0,664807328;;;;
14813;0,670893473;;;;
14814;0,673966033;;;;
14815;0,678014719;;;;
14816;0,680296828;;;;
14817;0,682656121;;;;
14818;0,686686384;;;;
14819;0,690098533;;;;
14820;0,692457827;;;;
14821;0,692446126;;;;
14822;0,69480542;;;;
14823;0,69133109;;;;
14824;0,694873041;;;;
14825;0,691324174;;;;
14826;0,694940663;;;;
14827;0,690250061;;;;
14828;0,687639313;;;;
14829;0,680922169;;;;
14830;0,680414695;;;;
14831;0,673697551;;;;
14832;0,668468485;;;;
14833;0,667961011;;;;
14834;0,670151938;;;;
14835;0,663365791;;;;
14836;0,655689675;;;;
14837;0,649912559;;;;
14838;0,646477841;;;;
14839;0,648727976;;;;
14840;0,641424362;;;;
14841;0,640368837;;;;
14842;0,636111044;;;;
14843;0,629930892;;;;
14844;0,62580091;;;;
14845;0,628743606;;;;
14846;0,622169753;;;;
14847;0,615772399;;;;
14848;0,609300158;;;;
14849;0,608567241;;;;
14850;0,607834323;;;;
14851;0,606270368;;;;
14852;0,603526111;;;;
14853;0,596665809;;;;
14854;0,593346964;;;;
14855;0,593760263;;;;
14856;0,593471301;;;;
14857;0,594695316;;;;
14858;0,592055523;;;;
14859;0,588706587;;;;
14860;0,585357651;;;;
14861;0,584801603;;;;
14862;0,578370756;;;;
14863;0,575239308;;;;
14864;0,572841684;;;;
14865;0,572692099;;;;
14866;0,570689513;;;;
14867;0,570539927;;;;
14868;0,570390342;;;;
14869;0,573455833;;;;
14870;0,579348337;;;;
14871;0,574403796;;;;
14872;0,582174647;;;;
14873;0,583292593;;;;
14874;0,582876747;;;;
14875;0,585750469;;;;
14876;0,591365089;;;;
14877;0,596158323;;;;
14878;0,603566937;;;;
14879;0,609785921;;;;
14880;0,608867093;;;;
14881;0,617526763;;;;
14882;0,61709138;;;;
14883;0,617353117;;;;
14884;0,609233753;;;;
14885;0,608994875;;;;
14886;0,607860283;;;;
14887;0,606937492;;;;
14888;0,6058029;;;;
14889;0,60636768;;;;
14890;0,596916234;;;;
14891;0,595781642;;;;
14892;0,595069576;;;;
14893;0,593961866;;;;
14894;0,594981331;;;;
14895;0,601905728;;;;
14896;0,607771309;;;;
14897;0,61023523;;;;
14898;0,613434638;;;;
14899;0,615898558;;;;
14900;0,618362479;;;;
14901;0,624899592;;;;
14902;0,626254415;;;;
14903;0,624301911;;;;
14904;0,626765832;;;;
14905;0,623157006;;;;
14906;0,619548181;;;;
14907;0,623294358;;;;
14908;0,618827141;;;;
14909;0,614359924;;;;
14910;0,610867977;;;;
14911;0,607505698;;;;
14912;0,598827937;;;;
14913;0,599409182;;;;
14914;0,599270053;;;;
14915;0,595778106;;;;
14916;0,596489019;;;;
14917;0,593049554;;;;
14918;0,584213358;;;;
14919;0,583600312;;;;
14920;0,58362048;;;;
14921;0,583661934;;;;
14922;0,576717632;;;;
14923;0,584683014;;;;
14924;0,576595626;;;;
14925;0,584126255;;;;
14926;0,584071886;;;;
14927;0,592324607;;;;
14928;0,598405327;;;;
14929;0,604486047;;;;
14930;0,596019122;;;;
14931;0,594074316;;;;
14932;0,599851433;;;;
14933;0,600729006;;;;
14934;0,607962929;;;;
14935;0,614856123;;;;
14936;0,623049018;;;;
14937;0,628649636;;;;
14938;0,634426752;;;;
14939;0,641660675;;;;
14940;0,649032801;;;;
14941;0,650018635;;;;
14942;0,654316819;;;;
14943;0,653267578;;;;
14944;0,657466073;;;;
14945;0,654898314;;;;
14946;0,651916242;;;;
14947;0,658490095;;;;
14948;0,664477477;;;;
14949;0,664367746;;;;
14950;0,664149355;;;;
14951;0,66512684;;;;
14952;0,667028448;;;;
14953;0,674142072;;;;
14954;0,677616066;;;;
14955;0,669410334;;;;
14956;0,669247718;;;;
14957;0,659809325;;;;
14958;0,662788518;;;;
14959;0,666476855;;;;
14960;0,661759694;;;;
14961;0,662315742;;;;
14962;0,668746589;;;;
14963;0,671878037;;;;
14964;0,67451783;;;;
14965;0,677649277;;;;
14966;0,680780725;;;;
14967;0,683420518;;;;
14968;0,68614639;;;;
14969;0,691546185;;;;
14970;0,690038791;;;;
14971;0,697559619;;;;
14972;0,697164959;;;;
14973;0,688409481;;;;
14974;0,697059299;;;;
14975;0,688507106;;;;
14976;0,687890776;;;;
14977;0,688095831;;;;
14978;0,687753632;;;;
14979;0,687722226;;;;
14980;0,687356391;;;;
14981;0,687014192;;;;
14982;0,686547727;;;;
14983;0,685384142;;;;
14984;0,692218843;;;;
14985;0,700501762;;;;
14986;0,700499069;;;;
14987;0,701561377;;;;
14988;0,702623685;;;;
14989;0,702134048;;;;
14990;0,705764336;;;;
14991;0,705785279;;;;
14992;0,699447194;;;;
14993;0,700509502;;;;
14994;0,695503766;;;;
14995;0,693060713;;;;
14996;0,691676476;;;;
14997;0,689682019;;;;
14998;0,692633915;;;;
14999;0,689682019;;;;
15000;0,685833171;;;;
15001;0,685545107;;;;
15002;0,681452408;;;;
15003;0,685595924;;;;
15004;0,689381053;;;;
15005;0,694198419;;;;
15006;0,697983548;;;;
15007;0,702537429;;;;
15008;0,70709131;;;;
15009;0,710802805;;;;
15010;0,714009271;;;;
15011;0,717720767;;;;
15012;0,725642807;;;;
15013;0,72528111;;;;
15014;0,72571342;;;;
15015;0,729856936;;;;
15016;0,729927259;;;;
15017;0,733712388;;;;
15018;0,742978144;;;;
15019;0,737025395;;;;
15020;0,731492289;;;;
15021;0,728308891;;;;
15022;0,729740255;;;;
15023;0,723278215;;;;
15024;0,725852664;;;;
