n;mae;;;;
25976;0,375415766;;;;
25977;0,382284109;;;;
25978;0,381306539;;;;
25979;0,387893384;;;;
25980;0,39050396;;;;
25981;0,390872961;;;;
25982;0,39860626;;;;
25983;0,398681037;;;;
25984;0,40661164;;;;
25985;0,415455559;;;;
25986;0,415530337;;;;
25987;0,423841268;;;;
25988;0,423843453;;;;
25989;0,415375864;;;;
25990;0,406415504;;;;
25991;0,406046864;;;;
25992;0,414860592;;;;
25993;0,415103019;;;;
25994;0,406872714;;;;
25995;0,398137945;;;;
25996;0,39918031;;;;
25997;0,390811424;;;;
25998;0,381552022;;;;
25999;0,373221872;;;;
26000;0,38097352;;;;
26001;0,380228876;;;;
26002;0,380459359;;;;
26003;0,379996516;;;;
26004;0,381339175;;;;
26005;0,387064996;;;;
26006;0,387350831;;;;
26007;0,388314357;;;;
26008;0,37998479;;;;
26009;0,380289384;;;;
26010;0,381215786;;;;
26011;0,389584767;;;;
26012;0,398499753;;;;
26013;0,399106774;;;;
26014;0,400067663;;;;
26015;0,391895127;;;;
26016;0,3976979;;;;
26017;0,405539053;;;;
26018;0,405612455;;;;
26019;0,414404297;;;;
26020;0,414247532;;;;
26021;0,405114353;;;;
26022;0,4049589;;;;
26023;0,405089352;;;;
26024;0,413829247;;;;
26025;0,405238268;;;;
26026;0,404605999;;;;
26027;0,397771678;;;;
26028;0,392311612;;;;
26029;0,394213516;;;;
26030;0,385623985;;;;
26031;0,384406743;;;;
26032;0,384357619;;;;
26033;0,38367533;;;;
26034;0,376826218;;;;
26035;0,385129136;;;;
26036;0,377130643;;;;
26037;0,369737401;;;;
26038;0,369712895;;;;
26039;0,378892949;;;;
26040;0,387824234;;;;
26041;0,38097615;;;;
26042;0,389706479;;;;
26043;0,397322167;;;;
26044;0,396121197;;;;
26045;0,400854901;;;;
26046;0,399638272;;;;
26047;0,399875146;;;;
26048;0,399504705;;;;
26049;0,391028162;;;;
26050;0,39943797;;;;
26051;0,3911672;;;;
26052;0,399612246;;;;
26053;0,399545971;;;;
26054;0,404990437;;;;
26055;0,402944175;;;;
26056;0,396666837;;;;
26057;0,3947572;;;;
26058;0,393253723;;;;
26059;0,398378956;;;;
26060;0,399301579;;;;
26061;0,39947388;;;;
26062;0,393196292;;;;
26063;0,393496726;;;;
26064;0,393917472;;;;
26065;0,393514474;;;;
26066;0,392493094;;;;
26067;0,39213086;;;;
26068;0,39164732;;;;
26069;0,397907857;;;;
26070;0,398507839;;;;
26071;0,404776285;;;;
26072;0,412470957;;;;
26073;0,404589821;;;;
26074;0,404670521;;;;
26075;0,396630047;;;;
26076;0,39787635;;;;
26077;0,391599206;;;;
26078;0,383918655;;;;
26079;0,377014868;;;;
26080;0,375214246;;;;
26081;0,383109512;;;;
26082;0,375059156;;;;
26083;0,371746915;;;;
26084;0,371866332;;;;
26085;0,363860038;;;;
26086;0,356006759;;;;
26087;0,356292528;;;;
26088;0,358303377;;;;
26089;0,366162467;;;;
26090;0,366377499;;;;
26091;0,366760738;;;;
26092;0,358670099;;;;
26093;0,359378142;;;;
26094;0,360251115;;;;
26095;0,365607408;;;;
26096;0,36184749;;;;
26097;0,366096236;;;;
26098;0,373534727;;;;
26099;0,380343544;;;;
26100;0,373095866;;;;
26101;0,365738141;;;;
26102;0,366455427;;;;
26103;0,371165888;;;;
26104;0,370525199;;;;
26105;0,368858403;;;;
26106;0,366774828;;;;
26107;0,366843307;;;;
26108;0,366920276;;;;
26109;0,366996322;;;;
26110;0,366189507;;;;
26111;0,358815551;;;;
26112;0,357583619;;;;
26113;0,349131053;;;;
26114;0,350497844;;;;
26115;0,352831391;;;;
26116;0,35450987;;;;
26117;0,355460261;;;;
26118;0,360978707;;;;
26119;0,357582675;;;;
26120;0,3631027;;;;
26121;0,363733613;;;;
26122;0,363796759;;;;
26123;0,372330204;;;;
26124;0,372243376;;;;
26125;0,372460436;;;;
26126;0,373366066;;;;
26127;0,382000075;;;;
26128;0,390528226;;;;
26129;0,380901945;;;;
26130;0,380960887;;;;
26131;0,380989132;;;;
26132;0,390094259;;;;
26133;0,389993859;;;;
26134;0,390962564;;;;
26135;0,389153316;;;;
26136;0,397661381;;;;
26137;0,397573891;;;;
26138;0,397618351;;;;
26139;0,397816599;;;;
26140;0,397715827;;;;
26141;0,397628631;;;;
26142;0,397624392;;;;
26143;0,388803932;;;;
26144;0,389693637;;;;
26145;0,381891847;;;;
26146;0,382863082;;;;
26147;0,38774646;;;;
26148;0,39191108;;;;
26149;0,391951522;;;;
26150;0,383239591;;;;
26151;0,391833629;;;;
26152;0,382977548;;;;
26153;0,383081533;;;;
26154;0,375505858;;;;
26155;0,383557641;;;;
26156;0,382957249;;;;
26157;0,382302216;;;;
26158;0,384079397;;;;
26159;0,387733276;;;;
26160;0,380156124;;;;
26161;0,37942966;;;;
26162;0,378834276;;;;
26163;0,380393186;;;;
26164;0,379565603;;;;
26165;0,379535588;;;;
26166;0,372287903;;;;
26167;0,365830815;;;;
26168;0,365803955;;;;
26169;0,368119891;;;;
26170;0,367254974;;;;
26171;0,36967911;;;;
26172;0,361614366;;;;
26173;0,361028472;;;;
26174;0,360400336;;;;
26175;0,369338383;;;;
26176;0,361204139;;;;
26177;0,369543186;;;;
26178;0,368776701;;;;
26179;0,376995497;;;;
26180;0,376145009;;;;
26181;0,376500973;;;;
26182;0,376525896;;;;
26183;0,370957199;;;;
26184;0,367635867;;;;
26185;0,371463112;;;;
26186;0,375137343;;;;
26187;0,36769123;;;;
26188;0,367278737;;;;
26189;0,362074593;;;;
26190;0,362757299;;;;
26191;0,368555344;;;;
26192;0,369420174;;;;
26193;0,375726578;;;;
26194;0,375916685;;;;
26195;0,371194983;;;;
26196;0,36674468;;;;
26197;0,363076973;;;;
26198;0,363414107;;;;
26199;0,356871219;;;;
26200;0,363174979;;;;
26201;0,363362752;;;;
26202;0,363305485;;;;
26203;0,358855075;;;;
26204;0,360447426;;;;
26205;0,363642177;;;;
26206;0,357376525;;;;
26207;0,363680022;;;;
26208;0,363868505;;;;
26209;0,364441821;;;;
26210;0,356777964;;;;
26211;0,356981978;;;;
26212;0,353253531;;;;
26213;0,360046112;;;;
26214;0,358940142;;;;
26215;0,361712426;;;;
26216;0,360293897;;;;
26217;0,360692049;;;;
26218;0,357024833;;;;
26219;0,35170875;;;;
26220;0,346314077;;;;
26221;0,345692225;;;;
26222;0,353285014;;;;
26223;0,353090305;;;;
26224;0,344443963;;;;
26225;0,352037057;;;;
26226;0,358783329;;;;
26227;0,359391962;;;;
26228;0,350816876;;;;
26229;0,352793926;;;;
26230;0,353901363;;;;
26231;0,362557257;;;;
26232;0,353553085;;;;
26233;0,361970965;;;;
26234;0,37049723;;;;
26235;0,372766842;;;;
26236;0,364538369;;;;
26237;0,364742731;;;;
26238;0,364802122;;;;
26239;0,363679499;;;;
26240;0,360402804;;;;
26241;0,367665548;;;;
26242;0,36559985;;;;
26243;0,370248034;;;;
26244;0,370031304;;;;
26245;0,376239064;;;;
26246;0,382446824;;;;
26247;0,374351367;;;;
26248;0,371234577;;;;
26249;0,371300036;;;;
26250;0,378417896;;;;
26251;0,370888336;;;;
26252;0,371976116;;;;
26253;0,37784214;;;;
26254;0,379533466;;;;
26255;0,376807928;;;;
26256;0,376945156;;;;
26257;0,378077711;;;;
26258;0,369348167;;;;
26259;0,36123159;;;;
26260;0,362251323;;;;
26261;0,370055571;;;;
26262;0,371294092;;;;
26263;0,36293037;;;;
26264;0,363995469;;;;
26265;0,365084051;;;;
26266;0,368881633;;;;
26267;0,369630743;;;;
26268;0,37683365;;;;
26269;0,372426675;;;;
26270;0,373571356;;;;
26271;0,369056181;;;;
26272;0,37109988;;;;
26273;0,375511509;;;;
26274;0,375492366;;;;
26275;0,370379887;;;;
26276;0,370427069;;;;
26277;0,3614758;;;;
26278;0,366078055;;;;
26279;0,364466899;;;;
26280;0,365616637;;;;
26281;0,362056663;;;;
26282;0,361421275;;;;
26283;0,366539656;;;;
26284;0,362728638;;;;
26285;0,36249103;;;;
26286;0,358955864;;;;
26287;0,362305444;;;;
26288;0,36497113;;;;
26289;0,362780165;;;;
26290;0,366137755;;;;
26291;0,361077424;;;;
26292;0,363760102;;;;
26293;0,361001268;;;;
26294;0,364584184;;;;
26295;0,368867903;;;;
26296;0,37545502;;;;
26297;0,382656798;;;;
26298;0,38376212;;;;
26299;0,387775409;;;;
26300;0,389819963;;;;
26301;0,398177569;;;;
26302;0,406786552;;;;
26303;0,405650909;;;;
26304;0,403816978;;;;
26305;0,397021278;;;;
26306;0,395885638;;;;
26307;0,388852795;;;;
26308;0,388172947;;;;
26309;0,387283172;;;;
26310;0,38948924;;;;
26311;0,388809487;;;;
26312;0,385254061;;;;
26313;0,378405321;;;;
26314;0,377256942;;;;
26315;0,380461211;;;;
26316;0,383970524;;;;
26317;0,37487021;;;;
26318;0,382138374;;;;
26319;0,391304739;;;;
26320;0,391568398;;;;
26321;0,400680514;;;;
26322;0,393190374;;;;
26323;0,384728901;;;;
26324;0,384539306;;;;
26325;0,386003105;;;;
26326;0,378281199;;;;
26327;0,369008745;;;;
26328;0,369217624;;;;
26329;0,375625076;;;;
26330;0,382713885;;;;
26331;0,382282005;;;;
26332;0,391151142;;;;
26333;0,391072872;;;;
26334;0,381720706;;;;
26335;0,380682778;;;;
26336;0,38588674;;;;
26337;0,386611929;;;;
26338;0,394747299;;;;
26339;0,394677425;;;;
26340;0,388912495;;;;
26341;0,390722044;;;;
26342;0,391797727;;;;
26343;0,395031432;;;;
26344;0,394224954;;;;
26345;0,387107561;;;;
26346;0,38060832;;;;
26347;0,380388847;;;;
26348;0,379505429;;;;
26349;0,387636704;;;;
26350;0,380602699;;;;
26351;0,380380857;;;;
26352;0,379982401;;;;
26353;0,374736884;;;;
26354;0,378502519;;;;
26355;0,372737742;;;;
26356;0,37811762;;;;
26357;0,382556811;;;;
26358;0,381847336;;;;
26359;0,386286405;;;;
26360;0,385066951;;;;
26361;0,385658781;;;;
26362;0,394031303;;;;
26363;0,398962863;;;;
26364;0,398092543;;;;
26365;0,397222498;;;;
26366;0,401459448;;;;
26367;0,400888345;;;;
26368;0,399457603;;;;
26369;0,400795711;;;;
26370;0,400469384;;;;
26371;0,396278343;;;;
26372;0,402261571;;;;
26373;0,398044904;;;;
26374;0,398143364;;;;
26375;0,40243293;;;;
26376;0,402444889;;;;
26377;0,407731356;;;;
26378;0,403502513;;;;
26379;0,404549524;;;;
26380;0,404213455;;;;
26381;0,404885602;;;;
26382;0,405298281;;;;
26383;0,408921886;;;;
26384;0,408105916;;;;
26385;0,404472828;;;;
26386;0,411420314;;;;
26387;0,407192618;;;;
26388;0,402966349;;;;
26389;0,402040209;;;;
26390;0,397812555;;;;
26391;0,400439027;;;;
26392;0,396806266;;;;
26393;0,4012806;;;;
26394;0,404705203;;;;
26395;0,39982329;;;;
26396;0,400127943;;;;
26397;0,399151718;;;;
26398;0,395851811;;;;
26399;0,391564832;;;;
26400;0,382375396;;;;
26401;0,373744054;;;;
26402;0,373364156;;;;
26403;0,381814145;;;;
26404;0,389809096;;;;
26405;0,397804046;;;;
26406;0,397739393;;;;
26407;0,397456809;;;;
26408;0,406429387;;;;
26409;0,406652114;;;;
26410;0,412885712;;;;
26411;0,412655077;;;;
26412;0,412446448;;;;
26413;0,421090722;;;;
26414;0,421326834;;;;
26415;0,421753447;;;;
26416;0,421689016;;;;
26417;0,431301222;;;;
26418;0,42210804;;;;
26419;0,421171507;;;;
26420;0,430330052;;;;
26421;0,421078342;;;;
26422;0,429894776;;;;
26423;0,439001184;;;;
26424;0,439185958;;;;
26425;0,430441994;;;;
26426;0,439939311;;;;
26427;0,439931863;;;;
26428;0,439810767;;;;
26429;0,431396705;;;;
26430;0,423005508;;;;
26431;0,4242432;;;;
26432;0,415098225;;;;
26433;0,406994313;;;;
26434;0,415976444;;;;
26435;0,407833987;;;;
26436;0,410562835;;;;
26437;0,418696273;;;;
26438;0,419419502;;;;
26439;0,411317463;;;;
26440;0,414482688;;;;
26441;0,406017352;;;;
26442;0,398852971;;;;
26443;0,39196463;;;;
26444;0,393298882;;;;
26445;0,394454497;;;;
26446;0,40065033;;;;
26447;0,401022141;;;;
26448;0,401295447;;;;
26449;0,393677933;;;;
26450;0,400384626;;;;
26451;0,402707721;;;;
26452;0,402082739;;;;
26453;0,401936914;;;;
26454;0,396954855;;;;
26455;0,400847984;;;;
26456;0,395252318;;;;
26457;0,393788418;;;;
26458;0,393868358;;;;
26459;0,388906571;;;;
26460;0,396738611;;;;
26461;0,389048824;;;;
26462;0,3864631;;;;
26463;0,382526985;;;;
26464;0,386372586;;;;
26465;0,387396631;;;;
26466;0,38253896;;;;
26467;0,38635575;;;;
26468;0,384646391;;;;
26469;0,386483139;;;;
26470;0,385887075;;;;
26471;0,387284058;;;;
26472;0,387094149;;;;
26473;0,394485671;;;;
26474;0,40203336;;;;
26475;0,393648805;;;;
26476;0,401199189;;;;
26477;0,403704015;;;;
26478;0,412158613;;;;
26479;0,404631322;;;;
26480;0,404110007;;;;
26481;0,398629448;;;;
26482;0,406978071;;;;
26483;0,405783244;;;;
26484;0,413335618;;;;
26485;0,41286151;;;;
26486;0,405104787;;;;
26487;0,412495479;;;;
26488;0,419884743;;;;
26489;0,41992542;;;;
26490;0,427613093;;;;
26491;0,431368118;;;;
26492;0,438344217;;;;
26493;0,437213221;;;;
26494;0,436906629;;;;
26495;0,436980052;;;;
26496;0,42929368;;;;
26497;0,428987089;;;;
26498;0,43100418;;;;
26499;0,437800054;;;;
26500;0,445531476;;;;
26501;0,445014859;;;;
26502;0,443733594;;;;
26503;0,435623161;;;;
26504;0,427095464;;;;
26505;0,419081569;;;;
26506;0,419532929;;;;
26507;0,428373095;;;;
26508;0,427720926;;;;
26509;0,427666844;;;;
26510;0,418824836;;;;
26511;0,426419673;;;;
26512;0,426404439;;;;
26513;0,419888289;;;;
26514;0,41983705;;;;
26515;0,410579535;;;;
26516;0,401137672;;;;
26517;0,400318877;;;;
26518;0,409593103;;;;
26519;0,401466241;;;;
26520;0,396033296;;;;
26521;0,404614188;;;;
26522;0,395922045;;;;
26523;0,394691789;;;;
26524;0,394863148;;;;
26525;0,402936294;;;;
26526;0,393607346;;;;
26527;0,393971538;;;;
26528;0,401678813;;;;
26529;0,402124618;;;;
26530;0,410008766;;;;
26531;0,401570641;;;;
26532;0,402144489;;;;
26533;0,402093542;;;;
26534;0,393066272;;;;
26535;0,402166026;;;;
26536;0,402922588;;;;
26537;0,402933236;;;;
26538;0,393800747;;;;
26539;0,393794599;;;;
26540;0,391326106;;;;
26541;0,390949295;;;;
26542;0,393854669;;;;
26543;0,398352484;;;;
26544;0,397978854;;;;
26545;0,397604613;;;;
26546;0,398983779;;;;
26547;0,397912498;;;;
26548;0,397604335;;;;
26549;0,40522185;;;;
26550;0,398990656;;;;
26551;0,404805231;;;;
26552;0,404911267;;;;
26553;0,412646393;;;;
26554;0,420379984;;;;
26555;0,416487431;;;;
26556;0,417424522;;;;
26557;0,422115913;;;;
26558;0,427579117;;;;
26559;0,427888166;;;;
26560;0,427812405;;;;
26561;0,428091797;;;;
26562;0,427621431;;;;
26563;0,429804612;;;;
26564;0,425910421;;;;
26565;0,425535355;;;;
26566;0,42909737;;;;
26567;0,425900731;;;;
26568;0,427364631;;;;
26569;0,428033955;;;;
26570;0,427897296;;;;
26571;0,431784003;;;;
26572;0,424566763;;;;
26573;0,426114359;;;;
26574;0,422692382;;;;
26575;0,431641788;;;;
26576;0,424087889;;;;
26577;0,425540758;;;;
26578;0,416922533;;;;
26579;0,42509039;;;;
26580;0,424853372;;;;
26581;0,433128588;;;;
26582;0,424892583;;;;
26583;0,41745847;;;;
26584;0,410659079;;;;
26585;0,410415866;;;;
26586;0,410171267;;;;
26587;0,402616622;;;;
26588;0,395061976;;;;
26589;0,40353651;;;;
26590;0,395725079;;;;
26591;0,388254027;;;;
26592;0,380458633;;;;
26593;0,381405791;;;;
26594;0,373611766;;;;
26595;0,379744975;;;;
26596;0,388188293;;;;
26597;0,380455563;;;;
26598;0,372695913;;;;
26599;0,373653822;;;;
26600;0,373065563;;;;
26601;0,379970184;;;;
26602;0,373420661;;;;
26603;0,38186557;;;;
26604;0,38766606;;;;
26605;0,3955347;;;;
26606;0,395387544;;;;
26607;0,387286885;;;;
26608;0,37938745;;;;
26609;0,380087537;;;;
26610;0,380599436;;;;
26611;0,38108493;;;;
26612;0,386636754;;;;
26613;0,391860603;;;;
26614;0,399443176;;;;
26615;0,40480986;;;;
26616;0,41054689;;;;
26617;0,407474855;;;;
26618;0,403929591;;;;
26619;0,403993307;;;;
26620;0,405535453;;;;
26621;0,404773094;;;;
26622;0,404489791;;;;
26623;0,402393335;;;;
26624;0,402748666;;;;
26625;0,403578485;;;;
26626;0,403649835;;;;
26627;0,41220243;;;;
26628;0,413418886;;;;
26629;0,421207138;;;;
26630;0,414257588;;;;
26631;0,422477745;;;;
26632;0,430293419;;;;
26633;0,430991854;;;;
26634;0,431689944;;;;
26635;0,427776358;;;;
26636;0,427020923;;;;
26637;0,418835232;;;;
26638;0,418969278;;;;
26639;0,418818834;;;;
26640;0,418140551;;;;
26641;0,418033597;;;;
26642;0,414393614;;;;
26643;0,41756173;;;;
26644;0,42485111;;;;
26645;0,432679472;;;;
26646;0,424610116;;;;
26647;0,432597132;;;;
26648;0,441367604;;;;
26649;0,442028496;;;;
26650;0,441456959;;;;
26651;0,440609308;;;;
26652;0,449214635;;;;
26653;0,448515914;;;;
26654;0,448393351;;;;
26655;0,457162036;;;;
26656;0,459070536;;;;
26657;0,450390859;;;;
26658;0,453558975;;;;
26659;0,461379829;;;;
26660;0,462955947;;;;
26661;0,462476235;;;;
26662;0,456322266;;;;
26663;0,452371931;;;;
26664;0,453941432;;;;
26665;0,453101636;;;;
26666;0,445503013;;;;
26667;0,444701159;;;;
26668;0,439244125;;;;
26669;0,430968468;;;;
26670;0,430954081;;;;
26671;0,42627849;;;;
26672;0,43460891;;;;
26673;0,425884963;;;;
26674;0,42438452;;;;
26675;0,415161023;;;;
26676;0,42417439;;;;
26677;0,415073791;;;;
26678;0,415160109;;;;
26679;0,414962068;;;;
26680;0,423294225;;;;
26681;0,414870409;;;;
26682;0,421793336;;;;
26683;0,430085411;;;;
26684;0,430435066;;;;
26685;0,430479275;;;;
26686;0,439403867;;;;
26687;0,439327805;;;;
26688;0,439694168;;;;
26689;0,430807721;;;;
26690;0,44009786;;;;
26691;0,440626359;;;;
26692;0,44061112;;;;
26693;0,431725886;;;;
26694;0,440749772;;;;
26695;0,434303545;;;;
26696;0,425546685;;;;
26697;0,425630378;;;;
26698;0,434552683;;;;
26699;0,427214621;;;;
26700;0,429032741;;;;
26701;0,421811318;;;;
26702;0,428861076;;;;
26703;0,428414154;;;;
26704;0,423281157;;;;
26705;0,415556272;;;;
26706;0,415906675;;;;
26707;0,415821906;;;;
26708;0,415536233;;;;
26709;0,415244815;;;;
26710;0,414723971;;;;
26711;0,414957663;;;;
26712;0,416170261;;;;
26713;0,409006253;;;;
26714;0,408187759;;;;
26715;0,409400357;;;;
26716;0,407068196;;;;
26717;0,402120235;;;;
26718;0,396974998;;;;
26719;0,403505369;;;;
26720;0,404717966;;;;
26721;0,397548382;;;;
26722;0,397909745;;;;
26723;0,392641401;;;;
26724;0,392388526;;;;
26725;0,383496962;;;;
26726;0,383840856;;;;
26727;0,383797266;;;;
26728;0,381532401;;;;
26729;0,373371919;;;;
26730;0,373079668;;;;
26731;0,368726582;;;;
26732;0,361002561;;;;
26733;0,361080218;;;;
26734;0,364266384;;;;
26735;0,359592504;;;;
26736;0,352235294;;;;
26737;0,35694687;;;;
26738;0,357827371;;;;
26739;0,358707236;;;;
26740;0,366157076;;;;
26741;0,373447249;;;;
26742;0,373343975;;;;
26743;0,373295342;;;;
26744;0,366023485;;;;
26745;0,358210535;;;;
26746;0,363539654;;;;
26747;0,356031536;;;;
26748;0,352630407;;;;
26749;0,344572924;;;;
26750;0,344770314;;;;
26751;0,336872605;;;;
26752;0,333635179;;;;
26753;0,331593662;;;;
26754;0,324329919;;;;
26755;0,316272802;;;;
26756;0,319034171;;;;
26757;0,319851852;;;;
26758;0,318790212;;;;
26759;0,318637934;;;;
26760;0,317075438;;;;
26761;0,317566769;;;;
26762;0,317725167;;;;
26763;0,318531252;;;;
26764;0,317519959;;;;
26765;0,318155532;;;;
26766;0,318535261;;;;
26767;0,32080668;;;;
26768;0,329565154;;;;
26769;0,329596076;;;;
26770;0,339080375;;;;
26771;0,347784257;;;;
26772;0,34830445;;;;
26773;0,347911443;;;;
26774;0,345066998;;;;
26775;0,344882374;;;;
26776;0,344642138;;;;
26777;0,344534908;;;;
26778;0,353813128;;;;
26779;0,345312533;;;;
26780;0,33680392;;;;
26781;0,345489059;;;;
26782;0,33825054;;;;
26783;0,339281768;;;;
26784;0,346950735;;;;
26785;0,355639163;;;;
26786;0,346498149;;;;
26787;0,346401193;;;;
26788;0,345822807;;;;
26789;0,354800986;;;;
26790;0,354885448;;;;
26791;0,354167339;;;;
26792;0,363546029;;;;
26793;0,36355065;;;;
26794;0,363949519;;;;
26795;0,363848712;;;;
26796;0,363875861;;;;
26797;0,363806415;;;;
26798;0,355737595;;;;
26799;0,363213154;;;;
26800;0,363494494;;;;
26801;0,363782813;;;;
26802;0,35551842;;;;
26803;0,347254028;;;;
26804;0,347358215;;;;
26805;0,347709512;;;;
26806;0,347178346;;;;
26807;0,355490586;;;;
26808;0,363802507;;;;
26809;0,372127483;;;;
26810;0,37185365;;;;
26811;0,363388206;;;;
26812;0,365355085;;;;
26813;0,364884132;;;;
26814;0,366659646;;;;
26815;0,368626525;;;;
26816;0,365263693;;;;
26817;0,364562798;;;;
26818;0,373333532;;;;
26819;0,366681587;;;;
26820;0,368457102;;;;
26821;0,367832516;;;;
26822;0,376299363;;;;
26823;0,375917728;;;;
26824;0,383644099;;;;
26825;0,383264769;;;;
26826;0,39158212;;;;
26827;0,391617343;;;;
26828;0,384919239;;;;
26829;0,38500783;;;;
26830;0,39333265;;;;
26831;0,397004832;;;;
26832;0,396558209;;;;
26833;0,395757332;;;;
26834;0,400300613;;;;
26835;0,408203763;;;;
26836;0,407401508;;;;
26837;0,401946029;;;;
26838;0,409613721;;;;
26839;0,408652708;;;;
26840;0,401117744;;;;
26841;0,393984888;;;;
26842;0,402260131;;;;
26843;0,40216516;;;;
26844;0,403446553;;;;
26845;0,411255992;;;;
26846;0,41315613;;;;
26847;0,412541187;;;;
26848;0,409110984;;;;
26849;0,415699602;;;;
26850;0,422476368;;;;
26851;0,430909714;;;;
26852;0,434063024;;;;
26853;0,437988579;;;;
26854;0,43713259;;;;
26855;0,444867827;;;;
26856;0,439426979;;;;
26857;0,438538209;;;;
26858;0,439522086;;;;
26859;0,4395966;;;;
26860;0,431995009;;;;
26861;0,437609107;;;;
26862;0,438814272;;;;
26863;0,446949529;;;;
26864;0,448937727;;;;
26865;0,457654103;;;;
26866;0,457234084;;;;
26867;0,454884256;;;;
26868;0,446042302;;;;
26869;0,455387133;;;;
26870;0,445817928;;;;
26871;0,445273169;;;;
26872;0,443829116;;;;
26873;0,444005981;;;;
26874;0,444380395;;;;
26875;0,444717228;;;;
26876;0,44398434;;;;
26877;0,452045301;;;;
26878;0,450722572;;;;
26879;0,458780051;;;;
26880;0,467822014;;;;
26881;0,460444548;;;;
26882;0,469739557;;;;
26883;0,460306684;;;;
26884;0,451463511;;;;
26885;0,442574067;;;;
26886;0,443237889;;;;
26887;0,452360649;;;;
26888;0,460631326;;;;
26889;0,452094661;;;;
26890;0,450414808;;;;
26891;0,459313925;;;;
26892;0,457565524;;;;
26893;0,465238519;;;;
26894;0,463609789;;;;
26895;0,464023493;;;;
26896;0,471806048;;;;
26897;0,479641212;;;;
26898;0,487429667;;;;
26899;0,486334262;;;;
26900;0,485705335;;;;
26901;0,485827207;;;;
26902;0,485934306;;;;
26903;0,486200593;;;;
26904;0,494321914;;;;
26905;0,493800521;;;;
26906;0,494081201;;;;
26907;0,493016249;;;;
26908;0,487828971;;;;
26909;0,480731444;;;;
26910;0,480996665;;;;
26911;0,488580647;;;;
26912;0,483430301;;;;
26913;0,492030917;;;;
26914;0,491157329;;;;
26915;0,482595629;;;;
26916;0,490144688;;;;
26917;0,490458822;;;;
26918;0,488237808;;;;
26919;0,488459485;;;;
26920;0,487585897;;;;
26921;0,48801381;;;;
26922;0,486688398;;;;
26923;0,494452902;;;;
26924;0,486607238;;;;
26925;0,492106886;;;;
26926;0,491530915;;;;
26927;0,491688805;;;;
26928;0,499421541;;;;
26929;0,507673437;;;;
26930;0,506764254;;;;
26931;0,498316809;;;;
26932;0,50650901;;;;
26933;0,50727954;;;;
26934;0,498899448;;;;
26935;0,495874936;;;;
26936;0,495948845;;;;
26937;0,504144561;;;;
26938;0,495763166;;;;
26939;0,495994283;;;;
26940;0,496064486;;;;
26941;0,496647926;;;;
26942;0,48896396;;;;
26943;0,48869098;;;;
26944;0,494804008;;;;
26945;0,492268148;;;;
26946;0,493108247;;;;
26947;0,493944432;;;;
26948;0,492703677;;;;
26949;0,485936116;;;;
26950;0,479058789;;;;
26951;0,470538767;;;;
26952;0,462457552;;;;
26953;0,453440493;;;;
26954;0,454012801;;;;
26955;0,45192084;;;;
26956;0,452431945;;;;
26957;0,453139824;;;;
26958;0,450073102;;;;
26959;0,442306559;;;;
26960;0,448794814;;;;
26961;0,44785159;;;;
26962;0,446846295;;;;
26963;0,438281734;;;;
26964;0,441117049;;;;
26965;0,438263826;;;;
26966;0,4391306;;;;
26967;0,444695032;;;;
26968;0,450259175;;;;
26969;0,441739098;;;;
26970;0,442611126;;;;
26971;0,440125984;;;;
26972;0,438555823;;;;
26973;0,438948302;;;;
26974;0,444282174;;;;
26975;0,450634562;;;;
26976;0,449064401;;;;
26977;0,441577981;;;;
26978;0,434093218;;;;
26979;0,431548296;;;;
26980;0,429153283;;;;
26981;0,428311414;;;;
26982;0,423659611;;;;
26983;0,428536908;;;;
26984;0,429639438;;;;
26985;0,430788273;;;;
26986;0,431334312;;;;
26987;0,427192711;;;;
26988;0,420167334;;;;
26989;0,42096393;;;;
26990;0,414266714;;;;
26991;0,407647881;;;;
26992;0,401800818;;;;
26993;0,395092344;;;;
26994;0,389081313;;;;
26995;0,390938324;;;;
26996;0,387832594;;;;
26997;0,381012875;;;;
26998;0,379544349;;;;
26999;0,378746912;;;;
27000;0,371858328;;;;
27001;0,37255664;;;;
27002;0,377511632;;;;
27003;0,381903774;;;;
27004;0,37422288;;;;
27005;0,374954201;;;;
27006;0,380870445;;;;
27007;0,374863308;;;;
27008;0,372284356;;;;
27009;0,371615637;;;;
27010;0,376007778;;;;
27011;0,369484978;;;;
27012;0,365735747;;;;
27013;0,365927354;;;;
27014;0,367444199;;;;
27015;0,367170194;;;;
27016;0,368559581;;;;
27017;0,368260258;;;;
27018;0,361223259;;;;
27019;0,360976019;;;;
27020;0,353227316;;;;
27021;0,352928363;;;;
27022;0,345440119;;;;
27023;0,337691416;;;;
27024;0,337439427;;;;
27025;0,331953265;;;;
27026;0,32371558;;;;
27027;0,314744035;;;;
27028;0,307027177;;;;
27029;0,30816211;;;;
27030;0,300202875;;;;
27031;0,300076896;;;;
27032;0,300586456;;;;
27033;0,308505129;;;;
27034;0,308374557;;;;
27035;0,303530703;;;;
27036;0,303568379;;;;
27037;0,304077939;;;;
27038;0,313176182;;;;
27039;0,313215167;;;;
27040;0,321904972;;;;
27041;0,329888976;;;;
27042;0,329063653;;;;
27043;0,328621303;;;;
27044;0,32583057;;;;
27045;0,325560641;;;;
27046;0,317861797;;;;
27047;0,322878521;;;;
27048;0,322828639;;;;
27049;0,322914562;;;;
27050;0,32339689;;;;
27051;0,324251079;;;;
