case_id;earliness_avg;true_avg_100;true_avg_1000;adaption_rate_avg;adapt_per_ep;costs_avg;cost_per_ep;rewards_avg;reward_per_ep;true_per_ep;position_adaptation_per_ep;case_length_per_ep;step_1_probability;step_2_probability;step_3_probability;step_4_probability;step_5_probability;step_6_probability;step_7_probability;step_8_probability;step_9_probability;step_10_probability;step_11_probability;step_12_probability;step_13_probability;step_14_probability;step_15_probability;step_16_probability;step_17_probability;step_18_probability;step_19_probability;step_20_probability;step_21_probability;step_22_probability;step_23_probability
101;0,768003835;0,306930693;0,303921569;1;1;0;0;-3,268003835;-3,357142857;False;1;7;0,384428531;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
102;0,773404375;0,297029703;0,300970874;1;1;0;0;-3,273404375;-3,409090909;False;1;11;0,387757331;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
103;0,772924327;0,306930693;0,307692308;1;1;0;0;-3,272924327;-3,318181818;True;2;11;0,369517982;0,371169388;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
104;0,773490098;0,316831683;0,314285714;1;1;0;0;-3,273490098;-3,357142857;True;1;7;0,375089943;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
105;0,773730122;0,316831683;0,311320755;1;1;0;0;-3,273730122;-3,433333333;False;1;15;0,363117307;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
106;0,772850034;0,306930693;0,308411215;1;1;0;0;-3,272850034;-3,3;False;3;15;0,354039997;0,355315447;0,361395866;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
107;0,772378558;0,316831683;0,314814815;1;1;0;0;-3,272378558;-3,214285714;True;2;7;0,367354482;0,373605877;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
108;0,770980772;0,306930693;0,311926606;1;1;0;0;-3,270980772;-3,3;False;3;15;0,396001697;0,415684074;0,412324518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
109;0,766571087;0,306930693;0,309090909;1;1;0;0;-3,266571087;-2,911764706;False;10;17;0,363881558;0,361423373;0,365689158;0,367530882;0,366775304;0,368504733;0,367755175;0,368601054;0,369542032;0,37147367;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
110;0,763150745;0,306930693;0,306306306;1;1;0;0;-3,263150745;-2,954545455;False;6;11;0,371826887;0,376526535;0,378786415;0,378796726;0,383587569;0,380011171;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
111;0,760964812;0,306930693;0,3125;1;1;0;0;-3,260964812;-3,136363636;True;4;11;0,375026077;0,382683069;0,405109763;0,403272778;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
112;0,760101649;0,306930693;0,309734513;1;1;0;0;-3,260101649;-3,346153846;False;2;13;0,370341808;0,398999065;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
113;0,757792722;0,297029703;0,307017544;1;1;0;0;-3,257792722;-3,136363636;False;4;11;0,39325431;0,396713048;0,409023523;0,408217132;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
114;0,758912744;0,287128713;0,304347826;1;1;0;0;-3,258912744;-3,382352941;False;2;17;0,348873109;0,352925837;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
115;0,755015069;0,297029703;0,310344828;1;1;0;0;-3,255015069;-3,029411765;True;8;17;0,347907901;0,345432132;0,349642158;0,349816203;0,356396973;0,360369831;0,362136632;0,365383983;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
116;0,755109364;0,287128713;0,307692308;1;1;0;0;-3,255109364;-3,366666667;False;2;15;0,348813146;0,352815717;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
117;0,754409294;0,287128713;0,305084746;1;1;0;0;-3,254409294;-3,318181818;False;2;11;0,371888161;0,362484843;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
118;0,753466343;0,287128713;0,302521008;1;1;0;0;-3,253466343;-3,357142857;False;1;7;0,362821341;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
119;0,753026299;0,297029703;0,308333333;1;1;0;0;-3,253026299;-3,388888889;True;1;9;0,369526118;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
120;0,754912202;0,287128713;0,305785124;1;1;0;0;-3,254912202;-3,357142857;False;3;21;0,351855785;0,353327602;0,354157954;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
121;0,754496775;0,287128713;0,303278689;1;1;0;0;-3,254496775;-3,227272727;False;3;11;0,409406722;0,417160392;0,425529748;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
122;0,754827912;0,287128713;0,300813008;1;1;0;0;-3,254827912;-3,456521739;False;1;23;0,387603402;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
123;0,761881559;0,297029703;0,306451613;1;1;0;0;-3,261881559;-3,323529412;True;3;17;0,363518596;0,366192997;0,410391688;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
124;0,765799598;0,297029703;0,304;1;1;0;0;-3,265799598;-3,441176471;False;1;17;0,356939226;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
125;0,764761032;0,306930693;0,30952381;1;1;0;0;-3,264761032;-3,318181818;True;2;11;0,411139667;0,414569885;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
126;0,770701626;0,306930693;0,307086614;1;1;0;0;-3,270701626;-3,1;False;6;15;0,376824558;0,386151254;0,402177811;0,40541625;0,416110218;0,41879639;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
127;0,769161472;0,306930693;0,3046875;1;1;0;0;-3,269161472;-3,277777778;False;2;9;0,36736834;0,370032012;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
128;0,770931214;0,316831683;0,310077519;1;1;0;0;-3,270931214;-3,456521739;True;1;23;0,350028664;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
129;0,77009113;0,316831683;0,307692308;1;1;0;0;-3,27009113;-3,233333333;False;4;15;0,366622567;0,392171741;0,392470211;0,393548816;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
130;0,77099122;0,306930693;0,305343511;1;1;0;0;-3,27099122;-3,318181818;False;2;11;0,414471328;0,416393191;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
131;0,772175954;0,297029703;0,303030303;1;1;0;0;-3,272175954;-3,388888889;False;1;9;0,387414843;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
132;0,773292607;0,306930693;0,308270677;1;1;0;0;-3,273292607;-3,184210526;True;6;19;0,395812988;0,3934412;0,394182354;0,385953963;0,381523758;0,393157989;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
133;0,773772655;0,306930693;0,305970149;1;1;0;0;-3,273772655;-3,366666667;False;2;15;0,344807327;0,346439272;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
134;0,772249426;0,306930693;0,311111111;1;1;0;0;-3,272249426;-3,269230769;True;3;13;0,363352448;0,364335179;0,369167626;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
135;0,77248945;0,297029703;0,308823529;1;1;0;0;-3,27248945;-3,433333333;False;1;15;0,378431946;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
136;0,77378958;0,306930693;0,313868613;1;1;0;0;-3,27378958;-3,409090909;True;1;11;0,374666959;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
137;0,77378958;0,316831683;0,31884058;1;1;0;0;-3,27378958;-3,388888889;True;1;9;0,390696585;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
138;0,7719894;0,316831683;0,323741007;1;1;0;0;-3,2719894;-3,227272727;True;3;11;0,413235664;0,418970734;0,417567581;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
139;0,771671721;0,316831683;0,321428571;1;1;0;0;-3,271671721;-3,409090909;False;1;11;0,397513002;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
140;0,772254132;0,316831683;0,319148936;1;1;0;0;-3,272254132;-3,264705882;False;4;17;0,346128941;0,346663177;0,348829925;0,356010765;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
141;0,775177282;0,326732673;0,323943662;1;1;0;0;-3,275177282;-3,366666667;True;2;15;0,410813868;0,411366522;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
142;0,774905401;0,316831683;0,321678322;1;1;0;0;-3,274905401;-3,342105263;False;3;19;0,381248564;0,377204269;0,387679905;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
143;0,771704329;0,316831683;0,319444444;1;1;0;0;-3,271704329;-3,071428571;False;3;7;0,413714826;0,420623273;0,426910609;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
144;0,770494706;0,306930693;0,317241379;1;1;0;0;-3,270494706;-3,147058824;False;6;17;0,352119505;0,35347864;0,361123472;0,363841027;0,367383569;0,360766232;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
145;0,771814838;0,306930693;0,315068493;1;1;0;0;-3,271814838;-3,3;False;3;15;0,366618574;0,373483062;0,396087557;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
146;0,768976093;0,306930693;0,31292517;1;1;0;0;-3,268976093;-3,136363636;False;4;11;0,406943053;0,411569178;0,383891374;0,384344339;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
147;0,769075434;0,306930693;0,317567568;1;1;0;0;-3,269075434;-3,423076923;True;1;13;0,377718717;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
148;0,768516916;0,306930693;0,315436242;1;1;0;0;-3,268516916;-3,366666667;False;2;15;0,333618104;0,350735575;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
149;0,770960018;0,306930693;0,313333333;1;1;0;0;-3,270960018;-3,318181818;False;2;11;0,334318101;0,35234952;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
150;0,769257853;0,316831683;0,317880795;0,99009901;0;0;0;-3,222037478;1,5;True;-1;7;0,369160414;0,377422899;0,384093314;0,359673977;0,349179327;0,352648497;0,358064055;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
151;0,76992771;0,316831683;0,315789474;0,99009901;1;0;0;-3,220150447;-3,151515152;False;1;11;0,378405631;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
152;0,769644309;0,316831683;0,31372549;0,99009901;1;0;0;-3,21733381;-3,138596491;False;2;19;0,291343153;0,29090634;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
153;0,770606876;0,316831683;0,318181818;0,99009901;1;0;0;-3,215821305;-3,074509804;True;3;17;0,273116022;0,278335541;0,284004301;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
154;0,770387095;0,316831683;0,316129032;0,99009901;1;0;0;-3,213268083;-2,956410256;False;4;13;0,284932971;0,297780424;0,310605019;0,314698607;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
155;0,769149;0,316831683;0,314102564;0,99009901;1;0;0;-3,209666009;-2,993333333;False;4;15;0,299098432;0,290119171;0,295835555;0,295342863;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
156;0,772560765;0,316831683;0,312101911;0,99009901;1;0;0;-3,21046197;-3,180392157;False;1;17;0,272667706;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
157;0,771511814;0,316831683;0,310126582;0,99009901;1;0;0;-3,206963159;-3,06969697;False;2;11;0,295989543;0,297428191;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
158;0,770861659;0,316831683;0,308176101;0,99009901;1;0;0;-3,20379566;-3,12745098;False;2;17;0,328597873;0,336922169;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
159;0,773430829;0,306930693;0,30625;0,99009901;1;0;0;-3,203789137;-3,151515152;False;1;11;0,285407126;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
160;0,77203689;0,316831683;0,310559006;0,99009901;1;0;0;-3,200038762;-2,987878788;True;3;11;0,321893305;0,334798485;0,326430827;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
161;0,77203689;0,316831683;0,308641975;0,99009901;1;0;0;-3,197456739;-3,180392157;False;1;17;0,279433519;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
162;0,77203689;0,306930693;0,306748466;0,99009901;1;0;0;-3,194882482;-3,173333333;False;1;15;0,297543496;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
163;0,776925778;0,316831683;0,31097561;0,99009901;1;0;0;-3,197148708;-3,173333333;True;1;15;0,324800164;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
164;0,777677658;0,316831683;0,315151515;0,99009901;1;0;0;-3,195461322;-3,043859649;True;4;19;0,300499171;0,306041837;0,319942087;0,31133461;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
165;0,77710623;0,306930693;0,313253012;0,99009901;1;0;0;-3,192453307;-3,053333333;False;3;15;0,28248769;0,284231067;0,291286439;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
166;0,774299212;0,306930693;0,311377246;0,99009901;1;0;0;-3,18736385;-2,933333333;False;5;15;0,288416177;0,286188453;0,290274084;0,291029155;0,293116719;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
167;0,774541636;0,306930693;0,30952381;0,99009901;1;0;0;-3,185029617;-3,173333333;False;1;15;0,289046973;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
168;0,773158237;0,306930693;0,307692308;0,99009901;1;0;0;-3,181199669;-3,06969697;False;2;11;0,302550495;0,331030577;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
169;0,772461802;0,297029703;0,305882353;0,98019802;0;0;0;-3,158010508;-1;False;-1;7;0,331470966;0,333857238;0,341370076;0,315330535;0,304771751;0,316342056;0,324928075;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
170;0,772703453;0,297029703;0,304093567;0,98019802;1;0;0;-3,153279508;-2,840350877;False;3;19;0,323450267;0,32719782;0,337193012;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
171;0,771933853;0,306930693;0,308139535;0,98019802;1;0;0;-3,147527504;-2,852380952;True;1;7;0,350202322;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
172;0,774819856;0,306930693;0,306358382;0,98019802;1;0;0;-3,145641602;-2,738095238;False;2;7;0,349121153;0,352644712;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
173;0,778667859;0,306930693;0,310344828;0,98019802;1;0;0;-3,144227174;-2,928571429;True;1;21;0,303780228;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
174;0,779769788;0,297029703;0,308571429;0,98019802;1;0;0;-3,140206772;-2,893939394;False;1;11;0,301525921;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
175;0,780571455;0,297029703;0,306818182;0,98019802;1;0;0;-3,135994923;-2,852380952;False;1;7;0,33444944;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
176;0,784113368;0,297029703;0,305084746;0,98019802;1;0;0;-3,134906242;-2,675757576;False;4;11;0,313590884;0,313311607;0,337139487;0,336027473;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
177;0,788442372;0,297029703;0,303370787;0,98019802;1;0;0;-3,134151881;-2,852380952;False;3;21;0,301734626;0,296812475;0,300006717;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
178;0,789115773;0,287128713;0,301675978;0,98019802;1;0;0;-3,129663432;-2,913333333;False;1;15;0,346434206;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
179;0,793575959;0,287128713;0,3;0,98019802;1;0;0;-3,129294824;-2,748484848;False;3;11;0,318911165;0,318077892;0,320784628;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
180;0,794217293;0,277227723;0,298342541;0,98019802;1;0;0;-3,125082974;-2,788888889;False;2;9;0,330796719;0,328415841;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
181;0,79152369;0,277227723;0,296703297;0,98019802;1;0;0;-3,120462512;-2,633333333;False;6;9;0,352455527;0,353010088;0,360316008;0,333398849;0,333844811;0,337249875;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
182;0,792387948;0,267326733;0,295081967;0,98019802;1;0;0;-3,118759401;-3,151515152;False;1;11;0,3005566;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
183;0,787514034;0,277227723;0,298913043;0,98019802;1;0;0;-3,111971799;-2,660606061;True;7;11;0,396278083;0,424188763;0,422231913;0,412647992;0,409500182;0,386499554;0,398743749;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
184;0,786160789;0,277227723;0,297297297;0,98019802;1;0;0;-3,108317749;-2,949122807;False;6;19;0,285997301;0,286748052;0,288758874;0,287145585;0,294885188;0,297267884;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
185;0,786264389;0,277227723;0,295698925;0,98019802;1;0;0;-3,10584504;-3,173333333;False;1;15;0,313554615;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
186;0,781935384;0,267326733;0,294117647;0,98019802;1;0;0;-3,099810151;-2,461904762;False;6;7;0,348084718;0,356681466;0,360645205;0,362897724;0,363437176;0,346622854;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
187;0,779147323;0,277227723;0,29787234;0,98019802;1;0;0;-3,094786482;-2,915686275;True;6;17;0,295617908;0,297559351;0,309915811;0,308094412;0,306762844;0,311100423;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
188;0,778698389;0,267326733;0,296296296;0,98019802;1;0;0;-3,091816184;-3,133333333;False;1;9;0,348046571;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
189;0,77991939;0,267326733;0,294736842;0,98019802;1;0;0;-3,090677389;-2,956410256;False;4;13;0,292593867;0,296000808;0,300389111;0,300302476;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
190;0,775003925;0,277227723;0,298429319;0,98019802;1;0;0;-3,08375905;-2,742424242;True;6;11;0,369874597;0,365409672;0,371823549;0,369024009;0,369835585;0,380596846;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
191;0,778215529;0,267326733;0,296875;0,98019802;1;0;0;-3,0843328;-3,173333333;False;1;15;0,252801776;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
192;0,776910613;0,267326733;0,295336788;0,98019802;1;0;0;-3,080593479;-3,06969697;False;2;11;0,313584149;0,315637708;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
193;0,776675007;0,277227723;0,298969072;0,97029703;0;0;0;-3,033068726;1,5;True;-1;7;0,311583877;0,309927672;0,304222167;0,277768701;0,273539722;0,277430385;0,280386925;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
194;0,784074458;0,277227723;0,297435897;0,97029703;1;0;0;-3,035072085;-2,924561404;False;1;19;0,276431918;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
195;0,779485063;0,277227723;0,295918367;0,97029703;1;0;0;-3,026589131;-2,461403509;False;12;19;0,239535764;0,2428675;0,240611345;0,24193038;0,243510827;0,245647192;0,248487502;0,247040674;0,249527156;0,249746218;0,275016397;0,288484484;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
196;0,781483065;0,267326733;0,294416244;0,97029703;1;0;0;-3,023399581;-2,905128205;False;1;13;0,240094855;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
197;0,780369892;0,267326733;0,292929293;0,97029703;1;0;0;-3,017434985;-2,806666667;False;3;15;0,296858281;0,302832782;0,303474724;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
198;0,786873593;0,277227723;0,296482412;0,97029703;1;0;0;-3,018617301;-2,905128205;True;1;13;0,266806185;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
199;0,788769213;0,277227723;0,295;0,97029703;1;0;0;-3,015348278;-2,897101449;False;2;23;0,238155544;0,245882273;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
200;0,787016997;0,277227723;0,293532338;0,97029703;1;0;0;-3,011447888;-2,833333333;False;4;9;0,257311612;0,256359041;0,262706757;0,25251773;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
201;0,787453068;0,287128713;0,297029703;0,97029703;1;0;0;-3,009340754;-3,133333333;True;1;9;0,292264581;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
202;0,781622165;0,287128713;0,295566502;0,97029703;1;0;0;-3,001749995;-2,59047619;False;5;7;0,30040741;0,305518746;0,310077637;0,269342095;0,262695938;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
203;0,781869536;0,297029703;0,299019608;0,97029703;1;0;0;-2,999415762;-3,173333333;True;1;15;0,316356361;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
204;0,780941893;0,287128713;0,297560976;0,97029703;1;0;0;-2,996145435;-2,987878788;False;3;11;0,247076169;0,248626694;0,2504673;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
205;0,778998258;0,277227723;0,296116505;0,97029703;1;0;0;-2,991949301;-2,933333333;False;5;15;0,272388101;0,271659106;0,276459694;0,288080841;0,284270734;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
206;0,77627717;0,277227723;0,29468599;0,97029703;1;0;0;-2,986998806;-2,933333333;False;3;9;0,267914385;0,274873197;0,272833377;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
207;0,775402534;0,277227723;0,293269231;0,97029703;1;0;0;-2,983792771;-2,976190476;False;2;7;0,253281057;0,256805718;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
