case_id;earliness_avg;true_avg_100;true_avg_1000;adaption_rate_avg;adapt_per_ep;costs_avg;cost_per_ep;rewards_avg;reward_per_ep;true_per_ep;position_adaptation_per_ep;case_length_per_ep;step_1_probability;step_2_probability;step_3_probability;step_4_probability;step_5_probability;step_6_probability;step_7_probability;step_8_probability;step_9_probability;step_10_probability;step_11_probability;step_12_probability;step_13_probability;step_14_probability;step_15_probability;step_16_probability;step_17_probability;step_18_probability;step_19_probability;step_20_probability;step_21_probability;step_22_probability;step_23_probability;step_24_probability;step_25_probability;step_26_probability;step_27_probability;step_28_probability;step_29_probability;step_30_probability;step_31_probability;step_32_probability;step_33_probability;step_34_probability;step_35_probability;step_36_probability;step_37_probability;step_38_probability;step_39_probability;step_40_probability;step_41_probability;step_42_probability;step_43_probability;step_44_probability;step_45_probability;step_46_probability;step_47_probability;step_48_probability;step_49_probability
100;0,674730972;0,326732673;0,326732673;0,891089109;1;0;0;-0,849350027;-1,15;False;7;10;0,225550979;0,215589345;0,213255554;0,219658673;0,219177693;0,235254079;0,23838973;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
101;0,67310262;0,316831683;0,323529412;0,891089109;1;0;0;-0,819928723;-0,925;False;1;4;0,222887844;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
102;0,676164348;0,316831683;0,32038835;0,891089109;1;0;0;-0,795132243;-0,94;False;7;25;0,228521615;0,23077938;0,238051489;0,254686862;0,256272078;0,256349415;0,289773613;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
103;0,675118658;0,326732673;0,326923077;0,881188119;0;0;0;-0,742961642;1,5;True;-1;2;0,220663443;0,207466617;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
104;0,673050201;0,336633663;0,333333333;0,871287129;0;0;0;-0,689920623;1,5;True;-1;2;0,220659763;0,206511647;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
105;0,669771085;0,346534653;0,339622642;0,861386139;0;0;0;-0,635877719;1,5;True;-1;5;0,229099944;0,244690701;0,251580447;0,241989061;0,2114079;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
106;0,668183783;0,346534653;0,336448598;0,861386139;1;0;0;-0,604383141;-0,719047619;False;5;21;0,236024529;0,252104223;0,26516512;0,256921232;0,270214945;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
107;0,671533547;0,336633663;0,333333333;0,871287129;1;0;0;-0,625358572;-0,618518519;False;1;27;0,240197927;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
108;0,674359877;0,326732673;0,330275229;0,881188119;1;0;0;-0,646531458;-0,638461538;False;1;13;0,239343241;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
109;0,67358453;0,316831683;0,327272727;0,881188119;1;0;0;-0,646158;-0,745614035;False;3;19;0,23945953;0,23765038;0,250988334;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
110;0,676693445;0,326732673;0,333333333;0,871287129;0;0;0;-0,620910475;1,5;True;-1;2;0,228363216;0,213774979;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
111;0,681597968;0,336633663;0,339285714;0,861386139;0;0;0;-0,594549089;1,5;True;-1;2;0,228551209;0,21342352;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
112;0,686113567;0,346534653;0,345132743;0,861386139;1;0;0;-0,589221413;-0,586904762;True;3;28;0,239811957;0,238071159;0,237389624;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
113;0,685463439;0,346534653;0,342105263;0,861386139;1;0;0;-0,584978025;-0,591025641;False;3;26;0,244005784;0,24745369;0,271744013;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
114;0,68867115;0,346534653;0,347826087;0,871287129;1;0;0;-0,605269732;-0,549462366;True;1;31;0,244301334;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
115;0,690801831;0,346534653;0,344827586;0,871287129;1;0;0;-0,603964334;-0,689583333;False;5;16;0,243748024;0,279794812;0,29321745;0,291163594;0,300315976;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
116;0,686256377;0,346534653;0,341880342;0,871287129;1;0;0;-0,605284466;-0,983333333;False;9;10;0,242873132;0,242380872;0,247175753;0,269840688;0,276350975;0,278575987;0,264254212;0,280353606;0,282944739;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
117;0,686598426;0,336633663;0,338983051;0,871287129;1;0;0;-0,604227863;-0,648717949;False;3;13;0,241628006;0,231561184;0,230537117;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
118;0,685897423;0,326732673;0,336134454;0,871287129;1;0;0;-0,603407256;-0,586904762;False;3;28;0,242633402;0,263034582;0,269322664;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
119;0,686392138;0,336633663;0,341666667;0,861386139;0;0;0;-0,580187077;1,5;True;-1;2;0,236592665;0,220560059;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
120;0,687988562;0,336633663;0,338842975;0,861386139;1;0;0;-0,578005674;-0,588888889;False;2;18;0,239779159;0,241390884;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
121;0,680792161;0,336633663;0,336065574;0,861386139;1;0;0;-0,57945495;-0,933333333;False;4;5;0,240739226;0,240076914;0,26459381;0,272251695;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
122;0,678712248;0,346534653;0,341463415;0,861386139;1;0;0;-0,578559146;-0,723809524;True;8;21;0,243547782;0,247674912;0,251754135;0,274183005;0,285045803;0,289118916;0,273607612;0,287291825;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
123;0,681585811;0,346534653;0,338709677;0,861386139;1;0;0;-0,57540133;-0,575;False;1;12;0,243203118;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
124;0,679522336;0,336633663;0,336;0,871287129;1;0;0;-0,598008591;-0,783333333;False;1;2;0,234957665;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
125;0,681585811;0,346534653;0,341269841;0,861386139;0;0;0;-0,574081198;1,5;True;-1;14;0,242564067;0,264603496;0,281658709;0,282081515;0,285950392;0,253073364;0,240010515;0,251125723;0,245036036;0,187987149;0,201911598;0,225806594;0,20114997;0,219835401;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
126;0,675838685;0,346534653;0,338582677;0,861386139;1;0;0;-0,5751043;-1,033333333;False;4;4;0,193894938;0,193975374;0,207948163;0,181094542;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
127;0,677200374;0,356435644;0,34375;0,861386139;1;0;0;-0,572943827;-0,545528455;True;1;41;0,197516173;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
128;0,67551455;0,356435644;0,341085271;0,861386139;1;0;0;-0,571983064;-0,773333333;False;12;25;0,198623598;0,202309623;0,250244945;0,263702184;0,281212568;0,261119932;0,264149666;0,23832792;0,231263533;0,254970938;0,224044994;0,2343328;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
129;0,676360975;0,346534653;0,338461538;0,871287129;1;0;0;-0,593352701;-0,658333333;False;1;4;0,194070309;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
130;0,675639487;0,346534653;0,34351145;0,861386139;0;0;0;-0,570722927;1,5;True;-1;2;0,189237863;0,17535837;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
131;0,675639487;0,346534653;0,348484848;0,861386139;0;0;0;-0,570722927;1,5;True;-1;2;0,189852521;0,173875526;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
132;0,674193435;0,356435644;0,353383459;0,851485149;0;0;0;-0,548940749;1,5;True;-1;4;0,197709411;0,197771609;0,240021795;0,20390816;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
133;0,681170179;0,356435644;0,350746269;0,851485149;1;0;0;-0,543330188;-0,533333333;False;4;10;0,20407261;0,198679671;0,227655172;0,230585709;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
134;0,673002959;0,356435644;0,348148148;0,851485149;1;0;0;-0,544827123;-0,775;False;3;4;0,205727696;0,202877745;0,206325412;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
135;0,672227765;0,356435644;0,345588235;0,851485149;1;0;0;-0,543837024;-0,6;False;4;15;0,205761805;0,230566189;0,234330744;0,257163256;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
136;0,660883465;0,346534653;0,343065693;0,851485149;1;0;0;-0,548006709;-1,033333333;False;4;4;0,197970003;0,195940822;0,209873214;0,181229487;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
137;0,653951444;0,346534653;0,34057971;0,851485149;1;0;0;-0,5502979;-0,908333333;False;3;4;0,194091603;0,191825643;0,199882075;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
138;0,653705064;0,346534653;0,345323741;0,851485149;1;0;0;-0,549082662;-0,555555556;True;2;45;0,198989466;0,199955001;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
139;0,656770604;0,356435644;0,35;0,851485149;1;0;0;-0,545797334;-0,601515152;True;3;22;0,19842045;0,223765463;0,220902264;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
140;0,655801611;0,356435644;0,34751773;0,851485149;1;0;0;-0,544229677;-0,7;False;8;24;0,198599756;0,199593395;0,198070958;0,21112223;0,214188322;0,210784808;0,206677139;0,203526869;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
141;0,656466063;0,356435644;0,345070423;0,851485149;1;0;0;-0,54262666;-0,642857143;False;3;35;0,198822185;0,221460909;0,234393537;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
142;0,658941107;0,346534653;0,342657343;0,861386139;1;0;0;-0,564713484;-0,730769231;False;5;39;0,195089594;0,197762594;0,196830928;0,20057939;0,204863414;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
143;0,668464916;0,356435644;0,347222222;0,861386139;1;0;0;-0,560611645;-0,752380952;True;6;35;0,191385314;0,23409982;0,244010746;0,247418344;0,264309049;0,260974616;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
144;0,669367082;0,356435644;0,351724138;0,861386139;1;0;0;-0,560223089;-0,689922481;True;2;43;0,191034839;0,211084321;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
145;0,674509247;0,356435644;0,349315068;0,861386139;1;0;0;-0,557348327;-0,692982456;False;1;19;0,189080998;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
146;0,669480512;0,356435644;0,346938776;0,861386139;1;0;0;-0,558854103;-0,916666667;False;8;16;0,19047451;0,211439669;0,22352013;0,205558836;0,218652859;0,237425447;0,232775375;0,231687203;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
147;0,668331087;0,346534653;0,344594595;0,861386139;1;0;0;-0,558689087;-0,75;False;1;6;0,188003004;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
148;0,670288425;0,356435644;0,348993289;0,851485149;0;0;0;-0,534101628;1,5;True;-1;4;0,186489686;0,184095994;0,184895664;0,170493871;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
149;0,669118544;0,356435644;0,353333333;0,851485149;1;0;0;-0,533279564;-0,6625;True;4;32;0,191236407;0,194732562;0,19724986;0,207085863;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
150;0,668166997;0,366336634;0,357615894;0,841584158;0;0;0;-0,509929729;1,5;True;-1;2;0,186180592;0,170161813;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
151;0,66455674;0,376237624;0,361842105;0,831683168;0;0;0;-0,487676075;1,5;True;-1;4;0,186470419;0,185750216;0,184690028;0,165459469;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
152;0,672563448;0,386138614;0,366013072;0,821782178;0;0;0;-0,460613369;1,5;True;-1;2;0,186162129;0,170103759;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
153;0,668798388;0,386138614;0,363636364;0,821782178;1;0;0;-0,459520134;-0,716666667;False;1;2;0,190010175;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
154;0,666114357;0,396039604;0,367741935;0,811881188;0;0;0;-0,436857868;1,5;True;-1;4;0,197399914;0,19425185;0,205622479;0,184525803;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
155;0,665078732;0,405940594;0,371794872;0,801980198;0;0;0;-0,412847967;1,5;True;-1;2;0,193472207;0,178219631;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
156;0,665212924;0,405940594;0,369426752;0,801980198;1;0;0;-0,408833761;-0,525;False;1;4;0,200251192;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
157;0,665403086;0,415841584;0,373417722;0,792079208;0;0;0;-0,384328811;1,5;True;-1;2;0,196234062;0,180508599;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
158;0,66171804;0,415841584;0,377358491;0,782178218;0;0;0;-0,361341295;1,5;True;-1;2;0,196136266;0,180955201;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
159;0,668047154;0,415841584;0,375;0,782178218;1;0;0;-0,353585519;-0,516666667;False;2;4;0,203968376;0,192225769;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
160;0,662983862;0,415841584;0,372670807;0,782178218;1;0;0;-0,349625123;-0,766666667;False;2;2;0,205352113;0,187615409;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
161;0,661318306;0,415841584;0,37037037;0,782178218;1;0;0;-0,344995976;-0,649122807;False;12;19;0,212386996;0,224695623;0,243404254;0,235204369;0,238531664;0,245292842;0,251723409;0,248185992;0,213628635;0,212786645;0,206899643;0,200282395;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
162;0,661404417;0,415841584;0,36809816;0,782178218;1;0;0;-0,339681771;-0,420408163;False;2;49;0,17222853;0,198375121;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
163;0,659228002;0,415841584;0,365853659;0,782178218;1;0;0;-0,335912481;-0,575362319;False;5;23;0,16787985;0,172698364;0,175334811;0,171984479;0,182448491;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
