case_id;earliness_avg;true_avg_100;true_avg_1000;adaption_rate_avg;adapt_per_ep;costs_avg;cost_per_ep;rewards_avg;reward_per_ep;true_per_ep;position_adaptation_per_ep;case_length_per_ep;step_1_probability;step_2_probability;step_3_probability;step_4_probability;step_5_probability;step_6_probability;step_7_probability;step_8_probability;step_9_probability;step_10_probability;step_11_probability;step_12_probability;step_13_probability;step_14_probability;step_15_probability;step_16_probability;step_17_probability;step_18_probability;step_19_probability;step_20_probability;step_21_probability;step_22_probability;step_23_probability;step_24_probability;step_25_probability;step_26_probability;step_27_probability;step_28_probability;step_29_probability;step_30_probability;step_31_probability;step_32_probability;step_33_probability;step_34_probability;step_35_probability;step_36_probability;step_37_probability;step_38_probability;step_39_probability;step_40_probability;step_41_probability;step_42_probability
100;0,733197527;0,237623762;0,237623762;0,98019802;1;0;0;-0,472313459;-0,96875;False;2;16;0,413172424;0,415994823;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
101;0,738753082;0,237623762;0,235294118;0,98019802;1;0;0;-0,473674845;-0,95;False;2;10;0,414926469;0,419511586;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
102;0,73657614;0,227722772;0,233009709;0,98019802;1;0;0;-0,492687306;-0,9375;False;1;4;0,421938866;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
103;0,735678273;0,227722772;0,230769231;0,98019802;1;0;0;-0,492467284;-0,95;False;5;25;0,4121207;0,413884491;0,415683776;0,417633384;0,421174616;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
104;0,733504398;0,237623762;0,238095238;0,97029703;0;0;0;-0,47279224;1;True;-1;2;0,433501303;0,45541209;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
105;0,733702529;0,247524752;0,245283019;0,96039604;0;0;0;-0,453697473;1;True;-1;2;0,433501303;0,45541209;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
106;0,730437924;0,247524752;0,242990654;0,96039604;1;0;0;-0,452913645;-0,9;False;2;5;0,419603854;0,428840399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
107;0,729480634;0,247524752;0,240740741;0,96039604;1;0;0;-0,452683801;-0,964285714;False;3;21;0,412476748;0,414599001;0,417545497;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
108;0,731863107;0,237623762;0,23853211;0,97029703;1;0;0;-0,472394105;-0,990740741;False;1;27;0,411982179;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
109;0,736180218;0,237623762;0,236363636;0,97029703;1;0;0;-0,473441325;-0,980769231;False;1;13;0,41384697;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
110;0,736096676;0,227722772;0,234234234;0,97029703;1;0;0;-0,492893007;-0,986842105;False;1;19;0,412711114;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
111;0,727933411;0,227722772;0,232142857;0,97029703;1;0;0;-0,490912809;-0,75;False;2;2;0,433501303;0,45541209;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
112;0,727933411;0,227722772;0,230088496;0,97029703;1;0;0;-0,490912809;-0,875;False;1;2;0,433501303;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
113;0,735222041;0,237623762;0,236842105;0,97029703;1;0;0;-0,473144068;0,982142857;True;1;28;0,411920369;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
114;0,734852662;0,237623762;0,234782609;0,97029703;1;0;0;-0,473054466;-0,961538462;False;4;26;0,412048817;0,413740188;0,415466905;0,417230725;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
115;0,737074519;0,247524752;0,24137931;0,97029703;1;0;0;-0,454030991;0,983870968;True;1;31;0,4117589;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
116;0,734523498;0,247524752;0,239316239;0,97029703;1;0;0;-0,453412179;-0,875;False;8;16;0,413172424;0,415994823;0,419601768;0,422545195;0,425486773;0,447880656;0,459686428;0,47314778;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
117;0,732992886;0,247524752;0,237288136;0,97029703;1;0;0;-0,453040892;-0,9;False;4;10;0,414926469;0,419511586;0,424129933;0,42876032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
118;0,731525409;0,237623762;0,235294118;0,97029703;1;0;0;-0,471841184;-0,942307692;False;3;13;0,41384697;0,417347729;0,379478037;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
119;0,732320533;0,227722772;0,233333333;0,97029703;1;0;0;-0,490992206;-0,991071429;False;1;28;0,373671442;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
120;0,730297328;0,237623762;0,239669421;0,96039604;0;0;0;-0,471367029;1;True;-1;2;0,38858071;0,404521346;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
121;0,740033868;0,237623762;0,237704918;0,96039604;1;0;0;-0,473704763;-0,986111111;False;1;18;0,37429437;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
122;0,736358386;0,237623762;0,235772358;0,96039604;1;0;0;-0,472822283;-0,9;False;2;5;0,378879875;0,385133862;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
123;0,740089363;0,247524752;0,241935484;0,96039604;1;0;0;-0,455684141;0,880952381;True;5;21;0,374044985;0,375308484;0,378454268;0,38011387;0,380679339;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
124;0,74094847;0,247524752;0,24;0,96039604;1;0;0;-0,455890412;-0,979166667;False;1;12;0,375169456;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
125;0,74094847;0,247524752;0,238095238;0,96039604;1;0;0;-0,455890412;-0,875;False;1;2;0,38858071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
126;0,744630355;0,247524752;0,236220472;0,96039604;1;0;0;-0,456774429;-0,964285714;False;2;14;0,374793917;0,37682429;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
127;0,742053035;0,247524752;0,234375;0,96039604;1;0;0;-0,456155617;-0,875;False;2;4;0,380484432;0,388395637;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
128;0,74399276;0,257425743;0,240310078;0,96039604;1;0;0;-0,437543825;0,951219512;True;4;41;0,373316854;0,373839349;0,376292974;0,377228588;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
129;0,74632953;0,257425743;0,238461538;0,96039604;1;0;0;-0,438104881;-0,99;False;1;25;0,373805881;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
130;0,74890685;0,257425743;0,236641221;0,96039604;1;0;0;-0,438723693;-0,9375;False;1;4;0,380484432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
131;0,747649992;0,257425743;0,242424242;0,95049505;0;0;0;-0,438077976;1;True;-1;2;0,38858071;0,404521346;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
132;0,739837492;0,257425743;0,240601504;0,95049505;1;0;0;-0,436221541;-0,75;False;2;2;0,38858071;0,404521346;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
133;0,741399992;0,257425743;0,23880597;0,95049505;1;0;0;-0,436592828;-0,9375;False;1;4;0,380484432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
134;0,747129158;0,257425743;0,237037037;0,95049505;1;0;0;-0,437954214;-0,95;False;2;10;0,375696152;0,378654927;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
135;0,745469866;0,267326733;0,242647059;0,940594059;0;0;0;-0,418387972;1;True;-1;4;0,380484432;0,388395637;0,396420211;0,404400766;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
136;0,746171621;0,267326733;0,240875912;0,940594059;1;0;0;-0,418552988;-0,95;False;3;15;0,374643922;0,376520425;0,380238444;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
137;0,739047102;0,257425743;0,239130435;0,940594059;1;0;0;-0,436136301;-0,8125;False;3;4;0,380484432;0,388395637;0,396420211;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
138;0,73722524;0,257425743;0,237410072;0,940594059;1;0;0;-0,435707893;-0,9375;False;1;4;0,380484432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
139;0,737013081;0,257425743;0,242857143;0,940594059;1;0;0;-0,435807671;0,966666667;True;3;45;0,373249084;0,373702735;0,37422207;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
140;0,746582459;0,267326733;0,24822695;0,940594059;1;0;0;-0,418930983;0,954545455;True;2;22;0,373977035;0,375171155;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
141;0,748775442;0,267326733;0,246478873;0,940594059;1;0;0;-0,41944666;-0,989583333;False;1;24;0,373858064;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
142;0,751482209;0,267326733;0,244755245;0,940594059;1;0;0;-0,420083152;-0,992857143;False;1;35;0,373447716;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
143;0,761198808;0,267326733;0,243055556;0,940594059;1;0;0;-0,422367996;-0,980769231;False;3;39;0,373355985;0,373918176;0,374547243;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
144;0,765860462;0,277227723;0,248275862;0,940594059;1;0;0;-0,404086525;0,971428571;True;2;35;0,373447716;0,37410304;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
145;0,765564664;0,277227723;0,253424658;0,940594059;1;0;0;-0,404225637;0,965116279;True;3;43;0,373281389;0,373767883;0,376187891;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
146;0,764664387;0,277227723;0,25170068;0,940594059;1;0;0;-0,404013939;-0,947368421;False;4;19;0,37420243;0,375626862;0,37892285;0,380739778;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
147;0,765322282;0,277227723;0,25;0,940594059;1;0;0;-0,404168642;-0,984375;False;1;16;0,374512762;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
148;0,762515264;0,267326733;0,248322148;0,940594059;1;0;0;-0,422815506;-0,916666667;False;2;6;0,377814531;0,382964909;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
149;0,762515264;0,267326733;0,246666667;0,940594059;1;0;0;-0,422815506;-0,9375;False;1;4;0,380484432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
150;0,762699796;0,267326733;0,251655629;0,940594059;1;0;0;-0,422728722;0,984375;True;1;32;0,37353161;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
151;0,760068217;0,267326733;0,25;0,940594059;1;0;0;-0,42210991;-0,875;False;1;2;0,38858071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
152;0,755406563;0,267326733;0,248366013;0,940594059;1;0;0;-0,421013729;-0,875;False;2;4;0,380484432;0,388395637;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
153;0,758123654;0,277227723;0,253246753;0,930693069;0;0;0;-0,402449372;1;True;-1;2;0,38858071;0,404521346;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
154;0,754799186;0,277227723;0,251612903;0,930693069;1;0;0;-0,401675857;-0,875;False;1;2;0,38858071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
155;0,752730628;0,277227723;0,25;0,930693069;1;0;0;-0,401194559;-0,9375;False;1;4;0,380484432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
156;0,750071053;0,277227723;0,248407643;0,930693069;1;0;0;-0,400575747;-0,875;False;1;2;0,38858071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
157;0,747874014;0,277227723;0,246835443;0,930693069;1;0;0;-0,400064555;-0,9375;False;1;4;0,380484432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
158;0,740427205;0,277227723;0,245283019;0,930693069;1;0;0;-0,398331882;-0,75;False;2;2;0,38858071;0,404521346;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
159;0,738103608;0,277227723;0,25;0,920792079;0;0;0;-0,398116643;1;True;-1;2;0,38858071;0,404521346;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
160;0,74079178;0,277227723;0,248447205;0,920792079;1;0;0;-0,398735455;-0,9375;False;1;4;0,380484432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
161;0,73218963;0,277227723;0,24691358;0,920792079;1;0;0;-0,396755257;-0,75;False;2;2;0,38858071;0,404521346;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
162;0,733180009;0,277227723;0,245398773;0,920792079;1;0;0;-0,39698324;-0,960526316;False;3;19;0,37420243;0,375626862;0,37892282;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
163;0,733538432;0,277227723;0,243902439;0,920792079;1;0;0;-0,397065748;-0,996428571;False;1;70;0,373001009;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
164;0,731222141;0,277227723;0,242424242;0,920792079;1;0;0;-0,396532543;-0,934782609;False;6;23;0,373914987;0,375045866;0,378067732;0,379597574;0,38034606;0,383313835;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
165;0,726334556;0,267326733;0,240963855;0,920792079;1;0;0;-0,414871877;-0,875;False;2;4;0,380484432;0,388395637;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
166;0,734192289;0,277227723;0,245508982;0,920792079;1;0;0;-0,397021534;0,990384615;True;1;52;0,373155504;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
167;0,734528311;0,277227723;0,244047619;0,920792079;1;0;0;-0,397098885;-0,9453125;False;7;32;0,37353161;0,374272138;0,375081778;0,376077175;0,377504289;0,378544599;0,379430741;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
168;0,726463795;0,277227723;0,24260355;0,920792079;1;0;0;-0,39524245;-0,75;False;4;4;0,380484432;0,388395637;0,396420211;0,40440926;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
169;0,727857662;0,277227723;0,247058824;0,920792079;1;0;0;-0,394600719;0,981481481;True;1;27;0,373712987;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
170;0,728721717;0,287128713;0,251461988;0,920792079;1;0;0;-0,375461751;0,96875;True;2;32;0,37353161;0,374272138;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
171;0,726750391;0,287128713;0,25;0,920792079;1;0;0;-0,375007956;-0,9375;False;2;8;0,376488507;0,380265713;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
172;0,722006558;0,287128713;0,248554913;0,920792079;1;0;0;-0,373915935;-0,875;False;2;4;0,380484432;0,388395637;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
173;0,721409186;0,287128713;0,247126437;0,920792079;1;0;0;-0,373778421;-0,875;False;1;2;0,38858071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
