case_id;earliness_avg;true_avg_100;true_avg_1000;adaption_rate_avg;adapt_per_ep;costs_avg;cost_per_ep;rewards_avg;reward_per_ep;true_per_ep;position_adaptation_per_ep;case_length_per_ep;step_1_probability;step_2_probability;step_3_probability;step_4_probability;step_5_probability;step_6_probability;step_7_probability;step_8_probability;step_9_probability;step_10_probability;step_11_probability;step_12_probability;step_13_probability;step_14_probability;step_15_probability;step_16_probability;step_17_probability;step_18_probability;step_19_probability;step_20_probability;step_21_probability
100;0,836885492;0,31;0,31;1;1;0;0;-3,836885492;-3,923076923;False;1;13;0,405810952;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
101;0,83708606;0,306930693;0,306930693;1;1;0;0;-3,83708606;-3,857142857;False;1;7;0,439696342;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
102;0,83708606;0,297029703;0,303921569;1;1;0;0;-3,83708606;-3,909090909;False;1;11;0,45709458;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
103;0,836846036;0,306930693;0,310679612;1;1;0;0;-3,836846036;-3,909090909;True;1;11;0,490448892;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
104;0,831094032;0,316831683;0,317307692;1;1;0;0;-3,831094032;-3,285714286;True;5;7;0,507653952;0,570831656;0,649510264;0,551915169;0,5373528;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
105;0,83157408;0,316831683;0,314285714;1;1;0;0;-3,83157408;-3,866666667;False;2;15;0,396080196;0,397647291;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
106;0,830033926;0,306930693;0,311320755;1;1;0;0;-3,830033926;-3,733333333;False;4;15;0,383263558;0,400776267;0,403217226;0,39985165;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
107;0,828148023;0,316831683;0,317757009;1;1;0;0;-3,828148023;-3,714285714;True;2;7;0,44723627;0,421567887;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
108;0,828070368;0,306930693;0,314814815;1;1;0;0;-3,828070368;-3,933333333;False;1;15;0,404290229;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
109;0,828902384;0,306930693;0,311926606;1;1;0;0;-3,828902384;-3,941176471;False;1;17;0,390560359;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
110;0,829982492;0,306930693;0,309090909;1;1;0;0;-3,829982492;-3,909090909;False;1;11;0,40488866;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
111;0,829596739;0,306930693;0,315315315;1;1;0;0;-3,829596739;-3,818181818;True;2;11;0,441269279;0,448490858;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
112;0,830815323;0,306930693;0,3125;1;1;0;0;-3,830815323;-3,923076923;False;1;13;0,43425715;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
113;0,829486618;0,297029703;0,309734513;1;1;0;0;-3,829486618;-3,818181818;False;2;11;0,454099238;0,408711523;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
114;0,828500999;0,287128713;0,307017544;1;1;0;0;-3,828500999;-3,823529412;False;3;17;0,396108955;0,41595903;0,421401918;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
115;0,828276995;0,297029703;0,313043478;1;1;0;0;-3,828276995;-3,823529412;True;3;17;0,379980356;0,387475818;0,39614442;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
116;0,829031356;0,287128713;0,310344828;1;1;0;0;-3,829031356;-3,933333333;False;1;15;0,393629432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
117;0,829231376;0,287128713;0,307692308;1;1;0;0;-3,829231376;-3,909090909;False;1;11;0,394219071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
118;0,826873998;0,287128713;0,305084746;1;1;0;0;-3,826873998;-3,714285714;False;2;7;0,394261956;0,387707263;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
119;0,826433954;0,297029703;0,31092437;1;1;0;0;-3,826433954;-3,888888889;True;1;9;0,460994542;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
120;0,825679592;0,287128713;0,308333333;1;1;0;0;-3,825679592;-3,857142857;False;3;21;0,401728034;0,399767816;0,406781375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
121;0,826164256;0,287128713;0,305785124;1;1;0;0;-3,826164256;-3,818181818;False;2;11;0,431880713;0,490576178;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
122;0,827796288;0,287128713;0,303278689;1;1;0;0;-3,827796288;-3,857142857;False;3;21;0,425654531;0,437939554;0,4560166;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
123;0,828313986;0,297029703;0,308943089;1;1;0;0;-3,828313986;-3,941176471;True;1;17;0,412155479;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
124;0,829531755;0,297029703;0,306451613;1;1;0;0;-3,829531755;-3,941176471;False;1;17;0,427996606;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
125;0,829254804;0,306930693;0,312;1;1;0;0;-3,829254804;-3,818181818;True;2;11;0,567799151;0,565907717;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
126;0,828689034;0,306930693;0,30952381;1;1;0;0;-3,828689034;-3,8;False;3;15;0,392017782;0,406046867;0,411248296;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
127;0,830889254;0,306930693;0,307086614;1;1;0;0;-3,830889254;-3,888888889;False;1;9;0,407411367;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
128;0,830574937;0,316831683;0,3125;1;1;0;0;-3,830574937;-3,857142857;True;3;21;0,397631258;0,390042156;0,387534708;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
129;0,830814961;0,316831683;0,310077519;1;1;0;0;-3,830814961;-3,933333333;False;1;15;0,424470872;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
130;0,831715051;0,306930693;0,307692308;1;1;0;0;-3,831715051;-3,909090909;False;1;11;0,421350032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
131;0,82993795;0,297029703;0,305343511;1;1;0;0;-3,82993795;-3,666666667;False;3;9;0,398262233;0,401086271;0,398020476;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
132;0,829267958;0,306930693;0,310606061;1;1;0;0;-3,829267958;-3,789473684;True;4;19;0,407531172;0,444144279;0,420387208;0,52856791;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
133;0,831308162;0,306930693;0,308270677;1;1;0;0;-3,831308162;-3,933333333;False;1;15;0,370226085;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
134;0,829784933;0,306930693;0,313432836;1;1;0;0;-3,829784933;-3,692307692;True;4;13;0,387841314;0,389514536;0,388673782;0,39777571;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
135;0,828944849;0,297029703;0,311111111;1;1;0;0;-3,828944849;-3,733333333;False;4;15;0,504416227;0,424245;0,478856385;0,510072708;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
136;0,827344689;0,306930693;0,316176471;1;1;0;0;-3,827344689;-3,727272727;True;3;11;0,35837543;0,368504465;0,368995726;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
137;0,824044359;0,316831683;0,321167883;1;1;0;0;-3,824044359;-3,555555556;True;4;9;0,455861419;0,499549448;0,529069901;0,485151768;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
138;0,819543909;0,316831683;0,326086957;1;1;0;0;-3,819543909;-3,454545455;True;6;11;0,516879678;0,451577932;0,443212599;0,400738746;0,438612431;0,459513873;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
139;0,81922623;0,316831683;0,323741007;1;1;0;0;-3,81922623;-3,909090909;False;1;11;0,37920025;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
140;0,81922623;0,316831683;0,321428571;1;1;0;0;-3,81922623;-3,941176471;False;1;17;0,355166763;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
141;0,821395018;0,326732673;0,326241135;1;1;0;0;-3,821395018;-3,933333333;True;1;15;0,503642797;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
142;0,821196502;0,316831683;0,323943662;1;1;0;0;-3,821196502;-3,789473684;False;4;19;0,375954539;0,376184374;0,371584594;0,386752695;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
143;0,820824284;0,316831683;0,321678322;1;1;0;0;-3,820824284;-3,857142857;False;1;7;0,407538563;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
144;0,819614661;0,306930693;0,319444444;1;1;0;0;-3,819614661;-3,647058824;False;6;17;0,36532566;0,3618249;0,35828042;0,380195409;0,372028768;0,378934801;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
145;0,820369022;0,306930693;0,317241379;1;1;0;0;-3,820369022;-3,933333333;False;1;15;0,369573802;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
146;0,820992161;0,306930693;0,315068493;1;1;0;0;-3,820992161;-3,909090909;False;1;11;0,517878771;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
147;0,819940408;0,306930693;0,319727891;1;1;0;0;-3,819940408;-3,846153846;True;2;13;0,430279315;0,395235658;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
148;0,821565186;0,306930693;0,317567568;1;1;0;0;-3,821565186;-3,933333333;False;1;15;0,360873997;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
149;0,824908377;0,306930693;0,315436242;1;1;0;0;-3,824908377;-3,909090909;False;1;11;0,367155194;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
150;0,824409168;0,306930693;0,313333333;1;1;0;0;-3,824409168;-3,714285714;False;2;7;0,393278271;0,416582972;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
151;0,821851017;0,306930693;0,311258278;1;1;0;0;-3,821851017;-3,636363636;False;4;11;0,498360366;0,447539151;0,435131431;0,439917624;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
152;0,821009233;0,306930693;0,309210526;1;1;0;0;-3,821009233;-3,684210526;False;6;19;0,396204054;0,394155174;0,378278852;0,407555014;0,415936679;0,387075573;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
153;0,821326911;0,306930693;0,31372549;1;1;0;0;-3,821326911;-3,941176471;True;1;17;0,344468951;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
154;0,824046964;0,306930693;0,311688312;1;1;0;0;-3,824046964;-3,846153846;False;2;13;0,379234254;0,374950469;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
155;0,827630179;0,306930693;0,309677419;1;1;0;0;-3,827630179;-3,933333333;False;1;15;0,379733592;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
156;0,826038255;0,306930693;0,307692308;1;1;0;0;-3,826038255;-3,705882353;False;5;17;0,33150506;0,339735299;0,337765962;0,340568244;0,346789926;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
157;0,826661394;0,306930693;0,305732484;1;1;0;0;-3,826661394;-3,909090909;False;1;11;0,391276807;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
158;0,826600088;0,306930693;0,303797468;1;1;0;0;-3,826600088;-3,941176471;False;1;17;0,408045918;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
159;0,824371294;0,297029703;0,301886792;1;1;0;0;-3,824371294;-3,727272727;False;3;11;0,365556091;0,40340665;0,398947805;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
160;0,821190976;0,306930693;0,30625;1;1;0;0;-3,821190976;-3,545454545;True;5;11;0,384922624;0,402688801;0,450719357;0,454830915;0,446835607;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
161;0,821190976;0,306930693;0,304347826;1;1;0;0;-3,821190976;-3,764705882;False;4;17;0,418178082;0,36080417;0,358070165;0,353482455;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
162;0,81393025;0,297029703;0,302469136;1;1;0;0;-3,81393025;-3,2;False;12;15;0,421379864;0,387183845;0,390517414;0,405359685;0,396590412;0,388922095;0,381503224;0,411351293;0,389778405;0,476710439;0,472480416;0,486568421;-1;-1;-1;-1;-1;-1;-1;-1;-1
163;0,813710228;0,306930693;0,306748466;1;1;0;0;-3,813710228;-3,866666667;True;2;15;0,374733984;0,420307159;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
164;0,81460355;0,306930693;0,31097561;1;1;0;0;-3,81460355;-3,947368421;True;1;19;0,354919702;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
165;0,815357911;0,297029703;0,309090909;1;1;0;0;-3,815357911;-3,933333333;False;1;15;0,367829174;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
166;0,81521895;0,297029703;0,307228916;1;1;0;0;-3,81521895;-3,933333333;False;1;15;0,381665498;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
167;0,814378866;0,297029703;0,305389222;1;1;0;0;-3,814378866;-3,733333333;False;4;15;0,470895737;0,450524896;0,431316346;0,489068329;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
168;0,811249982;0,297029703;0,303571429;1;1;0;0;-3,811249982;-3,636363636;False;4;11;0,411871642;0,454485565;0,422313124;0,476969719;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
169;0,814525497;0,297029703;0,307692308;1;1;0;0;-3,814525497;-3,857142857;True;1;7;0,378061354;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
170;0,815804572;0,297029703;0,305882353;1;1;0;0;-3,815804572;-3,947368421;False;1;19;0,403674662;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
171;0,815050211;0,306930693;0,30994152;1;1;0;0;-3,815050211;-3,857142857;True;1;7;0,422503561;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
172;0,812221357;0,306930693;0,308139535;1;1;0;0;-3,812221357;-3,571428571;False;3;7;0,44277361;0,540671229;0,531849086;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
173;0,812692833;0,306930693;0,312138728;1;1;0;0;-3,812692833;-3,904761905;True;2;21;0,362583816;0,366043419;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
174;0,811552719;0,297029703;0,310344828;1;1;0;0;-3,811552719;-3,818181818;False;2;11;0,376172185;0,41536811;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
175;0,813438621;0,297029703;0,308571429;1;1;0;0;-3,813438621;-3,857142857;False;1;7;0,399576813;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
176;0,815367386;0,297029703;0,306818182;1;1;0;0;-3,815367386;-3,909090909;False;1;11;0,387791008;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
177;0,817724764;0,297029703;0,305084746;1;1;0;0;-3,817724764;-3,952380952;False;1;21;0,369416565;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
178;0,816404632;0,287128713;0,303370787;1;1;0;0;-3,816404632;-3,8;False;3;15;0,410862237;0,408471316;0,397306174;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
179;0,819747824;0,287128713;0,301675978;1;1;0;0;-3,819747824;-3,909090909;False;1;11;0,448557466;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
180;0,820062141;0,277227723;0,3;1;1;0;0;-3,820062141;-3,888888889;False;1;9;0,380968928;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
181;0,819622097;0,277227723;0,298342541;1;1;0;0;-3,819622097;-3,888888889;False;1;9;0,376718581;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
182;0,819304418;0,267326733;0,296703297;1;1;0;0;-3,819304418;-3,909090909;False;1;11;0,34991473;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
183;0,818127377;0,277227723;0,300546448;1;1;0;0;-3,818127377;-3,727272727;True;3;11;0,615308702;0,640564382;0,703596413;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
184;0,817985258;0,277227723;0,298913043;1;1;0;0;-3,817985258;-3,894736842;False;2;19;0,350196004;0,351718903;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
185;0,818086806;0,277227723;0,297297297;1;1;0;0;-3,818086806;-3,933333333;False;1;15;0,417491078;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
186;0,819501234;0,267326733;0,295698925;1;1;0;0;-3,819501234;-3,714285714;False;2;7;0,57286644;0,444396079;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
187;0,819680437;0,277227723;0,299465241;1;1;0;0;-3,819680437;-3,941176471;True;1;17;0,360846847;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
188;0,819460415;0,267326733;0,29787234;1;1;0;0;-3,819460415;-3,777777778;False;2;9;0,464312285;0,49543342;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
189;0,826423749;0,267326733;0,296296296;1;1;0;0;-3,826423749;-3,846153846;False;2;13;0,370414734;0,327293068;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
190;0,825788391;0,277227723;0,3;1;1;0;0;-3,825788391;-3,818181818;True;2;11;0,562523067;0,521742404;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
191;0,825991488;0,267326733;0,298429319;1;1;0;0;-3,825991488;-3,866666667;False;2;15;0,350889564;0,328281641;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
192;0,825233518;0,267326733;0,296875;1;1;0;0;-3,825233518;-3,818181818;False;2;11;0,38596037;0,41440174;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
193;0,825139223;0,267326733;0,295336788;1;1;0;0;-3,825139223;-3,857142857;False;1;7;0,435713053;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
194;0,825718228;0,267326733;0,293814433;1;1;0;0;-3,825718228;-3,947368421;False;1;19;0,31540677;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
195;0,826997303;0,267326733;0,292307692;1;1;0;0;-3,826997303;-3,947368421;False;1;19;0,304131806;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
196;0,826374164;0,257425743;0,290816327;1;1;0;0;-3,826374164;-3,846153846;False;2;13;0,322761625;0,319451988;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
197;0,825954122;0,257425743;0,289340102;1;1;0;0;-3,825954122;-3,866666667;False;2;15;0,324096322;0,338139445;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
198;0,828021362;0,267326733;0,292929293;1;1;0;0;-3,828021362;-3,923076923;True;1;13;0,358661503;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
199;0,828449976;0,267326733;0,291457286;1;1;0;0;-3,828449976;-3,952380952;False;1;21;0,331834435;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
200;0,826049736;0,267326733;0,29;1;1;0;0;-3,826049736;-3,666666667;False;3;9;0,335637957;0,33656922;0,314874113;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
201;0,825711241;0,277227723;0,293532338;1;1;0;0;-3,825711241;-3,888888889;True;1;9;0,357833028;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
202;0,824296813;0,277227723;0,292079208;1;1;0;0;-3,824296813;-3,714285714;False;2;7;0,414185226;0,472321093;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
203;0,824536837;0,287128713;0,295566502;1;1;0;0;-3,824536837;-3,933333333;True;1;15;0,41324836;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
204;0,822736657;0,277227723;0,294117647;1;1;0;0;-3,822736657;-3,727272727;False;3;11;0,340562046;0,332538635;0,337957382;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
205;0,828488661;0,267326733;0,292682927;1;1;0;0;-3,828488661;-3,866666667;False;2;15;0,3977561;0,340793431;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
206;0,822108023;0,267326733;0,291262136;1;1;0;0;-3,822108023;-3,222222222;False;7;9;0,347519487;0,357743114;0,372694284;0,411542833;0,47614035;0,383790672;0,36398536;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
207;0,82333386;0,267326733;0,289855072;1;1;0;0;-3,82333386;-3,857142857;False;1;7;0,352912784;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
208;0,820831412;0,257425743;0,288461538;1;1;0;0;-3,820831412;-3,461538462;False;7;13;0,360375047;0,333078772;0,349469304;0,37955007;0,360756427;0,387612343;0,362464905;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
209;0,817843745;0,257425743;0,28708134;1;1;0;0;-3,817843745;-3,631578947;False;7;19;0,358173579;0,347210407;0,347937137;0,357681334;0,351953864;0,355151057;0,353505701;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
210;0,81776609;0,257425743;0,285714286;1;1;0;0;-3,81776609;-3,933333333;False;1;15;0,37707749;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
211;0,818006114;0,257425743;0,28436019;1;1;0;0;-3,818006114;-3,933333333;False;1;15;0,359205574;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
212;0,814305744;0,247524752;0,283018868;1;1;0;0;-3,814305744;-3,444444444;False;5;9;0,367313862;0,351525098;0,34826681;0,327542275;0,327768654;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
213;0,812367088;0,247524752;0,281690141;1;1;0;0;-3,812367088;-3,727272727;False;3;11;0,334981591;0,330066949;0,360544503;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
214;0,812603954;0,247524752;0,280373832;1;1;0;0;-3,812603954;-3,842105263;False;3;19;0,328675687;0,323779762;0,324537754;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
215;0,813879712;0,257425743;0,28372093;1;1;0;0;-3,813879712;-3,952380952;True;1;21;0,333016068;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
